bottom_zone,n,win_rate_6m,avg_ret_6m,med_ret_6m,ma60_break_rate_6m,hit_5541_count
0.2,390,0.5769230769230769,0.049577532346807375,0.025765720669221504,0.3564102564102564,0
0.3,697,0.593974175035868,0.04910075619460197,0.026578073089700997,0.406025824964132,0
0.4,1069,0.5893358278765201,0.0454796139629785,0.0258130649520082,0.45182413470533206,0
