box_width_max,max_hold,n,buy_ratio,win_rate,avg_ret,avg_ret_net_20bps,target_hit_rate,break_exit_rate,avg_hold_months
0.15,3,25244,0.4981777848201553,0.49342418000316907,-0.0015969570149867082,-0.0035969570149867085,0.3604420852479797,0.4153462208841705,1.9029076216130565
0.15,6,25244,0.4981777848201553,0.48106480747900493,-0.0015255441495738255,-0.003525544149573826,0.4374900966566313,0.4808271272381556,2.3495087941689112
0.15,9,25244,0.4981777848201553,0.47888607193788624,-0.0011922903908673306,-0.0031922903908673307,0.4591189985739186,0.49694977024243386,2.5024956425289178
0.2,3,41979,0.4865528002096286,0.47592844041068155,-0.0008370721913507273,-0.0028370721913507273,0.2996974677815098,0.42878582148216965,1.9966888206007767
0.2,6,41979,0.4865528002096286,0.4542271135567784,-0.0010059621577113752,-0.0030059621577113753,0.3859310607684795,0.506991591033612,2.562424069177446
0.2,9,41979,0.4865528002096286,0.4488196479191977,-0.0006259204964337163,-0.0026259204964337165,0.41244431739679366,0.528597632149408,2.7804378379666024
0.25,3,53942,0.4809424937896259,0.46516628971858665,-0.0007809419724805314,-0.0027809419724805313,0.25505172222016237,0.4337251121575025,2.063939045641615
0.25,6,53942,0.4809424937896259,0.43719179859849466,-0.0007645420573468145,-0.0027645420573468144,0.346575951948389,0.5203551963219755,2.7371621371102295
0.25,9,53942,0.4809424937896259,0.4280338140966223,-0.00047934151794767053,-0.0024793415179476704,0.378795743576434,0.5478662266879241,3.0181861999925848
