timeframe,code,dt,entry_next_open,regime_loose,regime_stack,regime_strong,slope20_3,slope60_3,dist_close_ma20,dist_close_ma60,pb_depth_ma20,above20_streak,upclose_streak,ret_1m,dd_1m,ma60_break_1m,ret_3m,dd_3m,ma60_break_3m,ret_6m,dd_6m,ma60_break_6m
daily,1001,1995-08-07,16645.0,True,True,True,0.007715200282100399,0.0008036721144835461,0.0024162968817401723,0.054726431323756285,0.004099559878008726,24,0,0.06626614598978672,-0.007990387503754881,0.0,0.04980474617002103,-0.007990387503754881,1.0,0.2577350555722439,-0.007990387503754881,1.0
daily,1001,1995-08-08,16833.0,True,True,True,0.0034815697614625175,0.0008223553654718007,0.015104793081516403,0.06837389913961577,0.004548619588906114,25,1,0.0570902394106814,-0.017049842571140023,0.0,0.07099150478227291,-0.017049842571140023,1.0,0.24184637319550883,-0.017049842571140023,1.0
daily,1001,1995-08-09,16770.0,True,True,True,0.002437138732687991,0.0008189020364634513,0.01158968828046615,0.06490672789663632,-0.007010450904248661,26,0,0.05068574836016696,-0.013357185450208706,0.0,0.07549194991055456,-0.013357185450208706,1.0,0.23154442456768037,-0.013357185450208706,1.0
daily,1001,1995-08-10,16756.0,True,True,True,0.001981906431090202,0.0012526794008299155,0.007237563072773078,0.060571158060691625,0.0037211430773491537,27,0,0.05162329911673431,-0.0033420864168059203,0.0,0.0754953449510623,-0.0033420864168059203,1.0,0.23842205777035091,-0.0033420864168059203,1.0
daily,1001,1995-08-11,16819.0,True,True,True,0.002055771079942881,0.0014656988401309842,0.010254759634330176,0.06389584059302436,-0.004719776434809072,28,1,0.08680658778762114,0.0,0.0,0.0620726559248469,0.0,1.0,0.24519888221654082,0.0,1.0
daily,1001,1995-09-04,17730.0,True,True,True,0.010697575865169269,0.008913746215813922,0.005626476737663356,0.08314617713113963,0.000662938346733795,44,0,0.023237450648618162,-0.012803158488437676,0.0,0.06221094190637338,-0.022165820642978003,1.0,0.13750705019740553,-0.022165820642978003,1.0
daily,1001,1995-09-05,17806.0,True,True,True,0.009895509356221301,0.00942151720608924,0.005509564038086627,0.0824358151573864,0.010934365552510383,45,1,0.019038526339436146,-0.016567449174435582,0.0,0.06127148152308211,-0.026339436145119622,1.0,0.126755026395597,-0.026339436145119622,1.0
daily,1001,1995-09-06,17656.0,True,True,True,0.00829920333332386,0.009273608168120732,-0.006655184758189276,0.0686441097715434,0.006655184758189276,0,0,0.03194381513366561,-0.008212505663797009,0.0,0.06926823742637064,-0.01806751246035342,1.0,0.14312415043044857,-0.01806751246035342,1.0
daily,1001,1995-09-07,17642.0,True,False,False,0.007592627219001966,0.009061818507307244,-0.009093107345903644,0.0657379453553015,0.015278894656042149,0,1,0.048974039224577715,-0.004307901598458225,0.0,0.0807731549710917,-0.017288289309602085,1.0,0.14731889808411744,-0.017288289309602085,1.0
daily,1001,1995-09-08,18271.0,True,False,False,0.009072415449382604,0.009418744822985535,0.02362932287247898,0.1015637476509635,0.012042862622885599,1,2,-0.005199496469815555,-0.03858573696021017,0.0,0.06244868917957419,-0.05111926002955503,1.0,0.09227737945377922,-0.05111926002955503,1.0
daily,1001,1995-09-19,18561.0,True,True,True,0.004161727102866052,0.010145231244729993,0.02154907848244061,0.08981291761217278,-0.008056712175754701,7,1,-0.03588168740908356,-0.05360702548354076,0.0,0.0422929799041,-0.0659447228058833,1.0,0.08776466785194763,-0.0659447228058833,1.0
daily,1001,1995-09-20,18142.0,True,True,True,0.0033564673666004762,0.00971793068034402,0.005394923302588153,0.0699136038003746,-0.002245812926269462,8,0,-0.010307573586153676,-0.0317495314739279,0.0,0.06443611509205159,-0.04437217506338882,1.0,0.11812369088303384,-0.04437217506338882,1.0
daily,1001,1995-09-21,17958.0,True,True,True,0.0033981106836931422,0.010045740473858302,-0.004498909773398471,0.056734381759993464,0.009246225607904833,0,0,0.011081412183984854,-0.021828711437799308,0.0,0.06582024724356833,-0.03458068827263615,1.0,0.1383227530905446,-0.03458068827263615,1.0
daily,1001,1995-09-26,17928.0,True,False,False,-0.0009329027628274933,0.009464357041917195,-0.009812913706032432,0.040267482426149234,0.027825356657420936,0,1,0.0023427041499330657,-0.013665774207942882,0.0,0.10129406514948684,-0.032965194109772424,1.0,0.16661088799643017,-0.032965194109772424,1.0
daily,1001,1995-09-27,18218.0,True,False,False,-8.284958381771833e-06,0.009727859432820594,0.008674423293077268,0.0564771560389338,0.018831866423271025,1,2,-0.027006257547480515,-0.02947634207926227,1.0,0.08546492479964869,-0.04835876605554946,1.0,0.15347458557470633,-0.04835876605554946,1.0
daily,1001,1995-09-28,18045.0,True,False,False,0.000663170285550072,0.009837876455297188,-0.00468882028398022,0.039393965609220816,0.00468882028398022,0,0,-0.03923524522028263,-0.03923524522028263,1.0,0.1030202272097534,-0.03923524522028263,1.0,0.18198947076752564,-0.03923524522028263,1.0
daily,1001,1995-09-29,17921.0,True,False,False,-0.00010498049572883082,0.009051524808492004,-0.010151022009537691,0.0304757266101243,0.011808782816756685,0,0,-0.022989788516265833,-0.03258746721723118,1.0,0.11662295630824172,-0.03258746721723118,1.0,0.1882707438200993,-0.03258746721723118,1.0
daily,1001,1995-10-02,17769.0,True,False,False,-0.001507874918185318,0.007110866850826136,-0.018733076478414032,0.01897522306896941,0.021830824249833437,0,0,-0.006471945523102032,-0.024312004052000676,1.0,0.11840846417918847,-0.024312004052000676,1.0,0.20468231189149644,-0.024312004052000676,1.0
daily,1001,1995-10-03,18166.0,True,False,False,-0.0005274232474914485,0.005847143762069294,0.0024672120503831476,0.04023241146002569,0.019911755035958226,1,1,-0.038093141032698445,-0.04563470219090609,1.0,0.09369151161510514,-0.04563470219090609,1.0,0.18683254431355278,-0.04563470219090609,1.0
daily,1001,1995-10-04,18143.0,True,False,False,0.001005708223046231,0.004777592200913865,0.0016616155761278585,0.0388586772419624,0.0032514670243833227,2,2,-0.006338532767458524,-0.044424847048448436,1.0,0.1364162486909552,-0.044424847048448436,1.0,0.1905418067574271,-0.044424847048448436,1.0
daily,1001,1995-10-05,18200.0,True,False,False,0.0037200631719277667,0.004855818940757449,0.0041389040446626075,0.041547572771133884,0.0024745245220420863,3,3,-0.00901098901098901,-0.04741758241758242,1.0,0.13565934065934065,-0.04741758241758242,1.0,0.17934065934065935,-0.04741758241758242,1.0
daily,1001,1995-10-06,18504.0,True,False,False,0.005072565872904205,0.00494352172167966,0.01741972549569378,0.0558837877391729,0.00033811365566843173,4,4,-0.026102464332036317,-0.0630674448767834,1.0,0.1112732382187635,-0.0630674448767834,1.0,0.1603437094682231,-0.0630674448767834,1.0
daily,1001,1995-10-09,18155.0,True,True,True,0.003814539412306915,0.005033507414762035,-0.0004399472063352398,0.035421722436795706,0.0008798944126704796,0,0,-0.016083723492150922,-0.045056458275957036,1.0,0.13753786835582485,-0.045056458275957036,1.0,0.19498760671991186,-0.045056458275957036,1.0
daily,1001,1995-10-11,17909.0,True,True,True,0.0005152963091556605,0.004486505232509408,-0.014500736742085187,0.018172229752224402,0.014500736742085187,0,0,-0.0049137305265508965,-0.03193924842258083,1.0,0.15092970015076218,-0.03193924842258083,1.0,0.19627003182757272,-0.03193924842258083,1.0
daily,1001,1995-10-12,17923.0,True,True,False,-0.0032959209198890945,0.0039036014884086074,-0.00872625377843483,0.02137164226890642,0.015952165567151375,0,1,-0.004463538470122189,-0.032695419293645035,1.0,0.13691904257099816,-0.032695419293645035,1.0,0.21318975617921107,-0.032695419293645035,1.0
daily,1001,1995-10-13,17914.0,True,False,False,-0.005031896172459305,0.0037066153209297887,-0.011745198286582837,0.014798194400826381,0.017438164985491226,0,0,-0.0069777827397566146,-0.032209445126716536,1.0,0.13246622753153958,-0.032209445126716536,1.0,0.21642290945629117,-0.032209445126716536,1.0
daily,1001,1995-10-16,18005.0,True,False,False,-0.005445005990332762,0.004190454149241899,-0.0021821726464105727,0.02100746279229905,0.007831452086356517,0,1,-0.011274645931685643,-0.03710080533185226,1.0,0.14229380727575675,-0.03710080533185226,1.0,0.20488753124132186,-0.03710080533185226,1.0
daily,1001,1995-10-17,17910.0,True,False,False,-0.005182247424045227,0.0041186021002218715,-0.0066120513993429535,0.014069200770532544,0.010826021263913724,0,0,-0.012730318257956449,-0.03199329983249581,1.0,0.14852037967615858,-0.03199329983249581,1.0,0.20938023450586266,-0.03199329983249581,1.0
daily,1001,1995-10-18,17908.0,True,False,False,-0.004764405140251526,0.003967247974754991,-0.006181169923859942,0.011636123804588427,0.01445605149308849,0,0,0.0017310699128880948,-0.03188519097610007,1.0,0.13748045566227385,-0.03188519097610007,1.0,0.22196783560419925,-0.03188519097610007,1.0
daily,1001,1995-10-19,17984.0,True,False,False,-0.0033923369185949906,0.004191858274008523,-0.002175707104809144,0.013302832977631742,0.0047876671029196405,0,1,0.00928603202846975,-0.035976423487544484,1.0,0.13239546263345195,-0.035976423487544484,1.0,0.2159697508896797,-0.035976423487544484,1.0
daily,1001,1995-10-20,18122.0,True,False,False,-0.0019378716679835726,0.0046045171624626785,0.008705410465381173,0.022999698570887985,0.0015166413893101377,1,2,0.014402383842842953,-0.04331751462311003,1.0,0.11444652908067542,-0.04331751462311003,1.0,0.2038406356914248,-0.04331751462311003,1.0
