code,origin_gidx,signal_gidx,lag_days,p60v_strong
4062,929091,929091,0,False
4062,929101,929103,2,False
4062,929107,929107,0,False
4062,929296,929298,2,False
4062,929309,929310,1,False
4062,929443,929447,4,True
4062,929580,929580,0,False
4062,929585,929587,2,False
4062,930188,930189,1,False
4062,930366,930366,0,False
4062,930506,930506,0,False
4062,930578,930584,6,False
4062,931153,931155,2,False
4063,931415,931415,0,False
4063,931568,931569,1,False
4063,931583,931583,0,False
4063,931684,931686,2,False
4063,931785,931789,4,False
4063,931985,931991,6,False
4063,932491,932492,1,False
4063,933050,933053,3,False
4063,933137,933141,4,False
4063,933485,933486,1,False
4063,933569,933578,9,False
4063,933713,933717,4,True
4063,933746,933748,2,False
4063,933772,933782,10,False
4063,933806,933814,8,False
4063,934289,934292,3,False
4063,934361,934361,0,False
4063,934804,934809,5,False
4063,934819,934819,0,False
4063,934959,934963,4,False
4063,935202,935203,1,False
4063,935678,935678,0,False
4063,935725,935726,1,False
4063,936129,936129,0,False
4063,936148,936152,4,False
4063,936192,936200,8,False
4063,936265,936265,0,False
4063,936267,936274,7,False
4063,936788,936790,2,False
4063,936825,936825,0,False
4063,936978,936984,6,False
4063,937081,937084,3,False
4063,937270,937279,9,False
4063,937445,937453,8,False
4063,937467,937471,4,False
4063,937608,937612,4,False
4063,937791,937801,10,False
4063,937816,937816,0,False
4063,937958,937958,0,True
4063,938200,938205,5,False
4063,938346,938350,4,False
4063,938518,938518,0,False
4063,938948,938956,8,False
4072,939101,939103,2,False
4072,939243,939252,9,False
4072,939455,939460,5,False
4072,939773,939780,7,False
4072,939898,939898,0,False
4072,939952,939953,1,False
4072,939958,939958,0,False
4072,940025,940025,0,False
4088,940372,940374,2,False
4088,940493,940493,0,False
4088,940645,940645,0,False
4088,940648,940648,0,False
4088,941224,941227,3,False
4088,941972,941979,7,False
4088,941995,941995,0,False
4088,942453,942454,1,False
4088,943099,943101,2,False
4088,943114,943122,8,False
4088,943145,943145,0,False
4088,943562,943569,7,False
4088,943721,943729,8,True
4088,943754,943758,4,False
4088,943821,943822,1,False
4088,943841,943845,4,False
4088,943847,943847,0,False
4088,943876,943881,5,False
4088,943914,943922,8,False
4088,943975,943975,0,False
4088,944103,944104,1,False
4088,944384,944387,3,False
4088,944555,944563,8,False
4088,944756,944765,9,False
4088,944884,944884,0,False
4088,945068,945070,2,False
4088,945153,945154,1,False
4088,945218,945223,5,False
4088,945671,945672,1,False
4088,946482,946488,6,False
4088,946850,946851,1,False
4088,946962,946970,8,False
4088,947006,947013,7,False
4088,947017,947020,3,False
4091,947941,947941,0,False
4091,948803,948813,10,False
4091,949045,949047,2,False
4091,949093,949094,1,False
4091,949105,949105,0,False
4091,949130,949138,8,False
4091,949473,949476,3,False
4091,949552,949559,7,False
4091,949812,949812,0,False
4091,949857,949857,0,False
4091,949945,949948,3,False
4091,950265,950271,6,False
4091,950370,950377,7,False
4091,951646,951656,10,False
4091,952149,952154,5,False
4091,952246,952251,5,False
4091,952567,952568,1,False
4091,952661,952664,3,False
4091,952693,952693,0,False
4091,952722,952722,0,False
4091,952818,952819,1,False
4091,952865,952869,4,False
4091,953366,953368,2,False
4091,953750,953752,2,False
4091,953843,953844,1,False
4091,954421,954421,0,False
4091,954486,954493,7,False
4091,955054,955056,2,False
4091,955188,955190,2,False
4091,955253,955254,1,False
4091,955438,955443,5,True
4114,955978,955978,0,False
4114,956046,956048,2,False
4114,956479,956481,2,False
4114,956719,956722,3,False
4114,956878,956878,0,True
4114,956922,956932,10,False
4114,957654,957656,2,False
4114,957683,957684,1,False
4114,957708,957714,6,False
4114,957873,957873,0,False
4114,958207,958207,0,False
4114,958557,958557,0,False
4114,959306,959306,0,False
4114,959418,959418,0,False
4114,959548,959550,2,False
4114,959625,959626,1,False
4114,959653,959655,2,False
4114,959868,959877,9,False
4114,959921,959925,4,False
4114,960371,960378,7,False
4114,960408,960409,1,False
4114,960563,960568,5,False
4114,960829,960829,0,False
4114,960915,960917,2,False
4114,961267,961273,6,False
4114,961277,961283,6,False
4114,961299,961301,2,False
4114,961630,961633,3,False
4114,961790,961790,0,False
4114,961794,961794,0,False
4114,961866,961868,2,False
4114,961961,961969,8,True
4114,962099,962109,10,False
4114,962256,962258,2,False
4114,962580,962590,10,False
4114,962827,962827,0,False
4114,963161,963161,0,False
4114,963222,963222,0,False
4114,963392,963397,5,False
4151,963533,963535,2,False
4151,963539,963540,1,False
4151,963618,963625,7,False
4151,963814,963814,0,False
4151,963864,963874,10,False
4151,963945,963945,0,False
4151,963982,963991,9,False
4151,964386,964386,0,False
4151,964694,964701,7,False
4151,964716,964716,0,False
4151,964771,964773,2,False
4151,964776,964779,3,False
4151,965154,965156,2,True
4151,965185,965194,9,False
4151,965659,965659,0,False
4151,965765,965767,2,False
4151,965851,965851,0,False
4151,965876,965883,7,False
4151,965912,965922,10,False
4151,966287,966296,9,False
4151,966492,966500,8,False
4151,966798,966805,7,False
4151,967134,967134,0,False
4151,967222,967225,3,False
4151,967354,967354,0,False
4151,967545,967554,9,False
4151,967794,967797,3,False
4151,967959,967962,3,False
4151,968050,968050,0,False
4151,969020,969020,0,True
4151,969085,969086,1,False
4151,969244,969246,2,False
4151,969280,969286,6,False
4151,969448,969448,0,False
4151,969708,969709,1,False
4151,970076,970077,1,False
4151,970394,970395,1,False
4151,970400,970401,1,False
4151,970412,970414,2,False
4151,970836,970836,0,False
4151,970869,970876,7,False
4151,971050,971050,0,False
4151,971053,971053,0,False
4165,971302,971302,0,False
4165,971436,971442,6,False
4165,971455,971455,0,True
4165,971884,971885,1,False
4165,972310,972312,2,False
4165,972381,972381,0,True
4168,972904,972904,0,False
4168,973508,973509,1,False
4168,973512,973512,0,False
4168,973610,973613,3,False
4168,973672,973681,9,False
4180,974336,974336,0,False
4180,974361,974364,3,False
4180,974424,974424,0,False
4180,974636,974644,8,False
4180,974831,974833,2,False
4182,975015,975015,0,False
4182,975026,975026,0,False
4182,975683,975684,1,False
4182,976463,976469,6,False
4182,976876,976877,1,False
4182,977266,977266,0,False
4182,977282,977284,2,False
4182,977361,977363,2,False
4182,977448,977451,3,False
4182,977538,977538,0,False
4182,977614,977615,1,False
4182,977832,977834,2,False
4182,978052,978055,3,False
4182,978189,978190,1,False
4182,978277,978279,2,False
4182,978284,978284,0,True
4182,978552,978552,0,False
4182,978578,978582,4,False
4182,978692,978696,4,False
4182,978704,978712,8,False
4182,978810,978813,3,False
4182,978972,978980,8,False
4182,978996,978996,0,True
4182,979120,979124,4,False
4182,979355,979355,0,False
4182,979623,979630,7,False
4182,979658,979660,2,False
4182,980058,980060,2,False
4182,980068,980072,4,False
4182,980320,980321,1,False
4182,980336,980336,0,False
4182,980562,980571,9,False
4182,981541,981546,5,False
4182,981752,981753,1,False
4182,982038,982039,1,False
4182,982048,982052,4,False
4183,982815,982818,3,False
4183,983850,983855,5,False
4183,983943,983944,1,False
4183,984012,984012,0,False
4183,984316,984322,6,False
4183,984335,984336,1,False
4183,984581,984582,1,False
4183,984673,984677,4,False
4183,984700,984709,9,False
4183,985107,985107,0,False
4183,985262,985264,2,False
4183,985384,985386,2,False
4183,985430,985430,0,False
4183,985538,985538,0,True
4183,985540,985540,0,False
4183,985865,985874,9,False
4183,985881,985882,1,True
4183,986477,986481,4,False
4183,986756,986756,0,False
4183,987317,987321,4,False
4183,987336,987336,0,True
4183,987339,987339,0,False
4183,987786,987792,6,False
4183,987800,987802,2,False
4183,988134,988144,10,False
4183,988281,988281,0,False
4183,988380,988380,0,True
4183,988382,988382,0,False
4183,988812,988816,4,False
4183,989252,989254,2,False
4183,989316,989322,6,False
4183,989878,989885,7,False
4183,990335,990336,1,False
4183,990411,990416,5,False
4186,990967,990969,2,False
4186,991164,991171,7,False
4186,991981,991984,3,False
4186,991996,991996,0,False
4186,992372,992372,0,False
4186,992451,992453,2,False
4186,992572,992577,5,False
4186,992721,992725,4,False
4186,992807,992816,9,False
4186,992896,992902,6,False
4186,992960,992964,4,False
4186,993240,993245,5,False
4186,993250,993250,0,False
4186,993560,993562,2,False
4186,993827,993829,2,False
4186,994092,994098,6,True
4186,994679,994684,5,False
4186,994981,994984,3,False
4186,995119,995123,4,False
4186,995130,995130,0,False
4186,995187,995187,0,True
4186,995352,995352,0,False
4186,995495,995503,8,False
4186,995966,995973,7,False
4186,996205,996205,0,False
4186,996408,996409,1,False
4186,996573,996583,10,False
4186,996643,996643,0,False
4186,997324,997329,5,False
4186,997871,997872,1,False
4188,998423,998424,1,True
4188,998502,998508,6,False
4188,998530,998531,1,False
4188,999644,999647,3,False
4188,1000293,1000298,5,False
4188,1000484,1000487,3,False
4188,1000534,1000544,10,False
4188,1000562,1000563,1,False
4188,1000661,1000661,0,False
4188,1000676,1000677,1,False
4188,1000985,1000987,2,True
4188,1001437,1001441,4,False
4188,1001735,1001743,8,False
4188,1001751,1001751,0,False
4188,1001871,1001881,10,False
4188,1001990,1001993,3,False
4188,1002151,1002151,0,False
4188,1002585,1002587,2,False
4188,1002628,1002628,0,False
4188,1002639,1002642,3,False
4188,1002868,1002872,4,False
4188,1003119,1003122,3,False
4202,1003310,1003310,0,False
4202,1003318,1003318,0,True
4202,1003320,1003329,9,False
4202,1003593,1003594,1,False
4202,1003684,1003685,1,False
4202,1003735,1003736,1,False
4202,1003997,1003997,0,True
4202,1004669,1004677,8,False
4202,1004860,1004861,1,False
4202,1004874,1004874,0,True
4202,1004913,1004913,0,False
4202,1004977,1004980,3,False
4202,1005001,1005010,9,False
4202,1005105,1005106,1,False
4202,1005193,1005199,6,False
4202,1005434,1005435,1,False
4202,1005536,1005542,6,False
4202,1005573,1005573,0,False
4202,1005692,1005693,1,False
4202,1005742,1005752,10,False
4202,1005836,1005836,0,False
4202,1005866,1005870,4,False
4202,1005883,1005883,0,True
4202,1006126,1006131,5,False
4202,1006146,1006146,0,False
4202,1006481,1006486,5,False
4202,1006536,1006546,10,False
4202,1006703,1006713,10,False
4202,1007094,1007097,3,False
4202,1007150,1007160,10,False
4202,1007277,1007281,4,False
4202,1007633,1007637,4,False
4202,1007952,1007954,2,False
4202,1007976,1007977,1,False
4202,1008106,1008112,6,False
4202,1008249,1008255,6,False
4202,1008324,1008325,1,False
4202,1008431,1008433,2,False
4202,1008943,1008951,8,False
4202,1009136,1009141,5,False
4202,1009210,1009211,1,False
4202,1009704,1009706,2,False
4202,1009714,1009716,2,False
4202,1009879,1009879,0,True
4202,1009902,1009903,1,False
4202,1010026,1010027,1,False
4202,1010142,1010142,0,False
4202,1010492,1010494,2,False
4202,1010523,1010529,6,False
4202,1010609,1010617,8,True
4202,1010717,1010717,0,False
4202,1010724,1010724,0,False
4202,1010929,1010932,3,False
4204,1011076,1011076,0,False
4204,1011080,1011082,2,False
4204,1011349,1011353,4,False
4204,1011372,1011373,1,False
4204,1011421,1011428,7,False
4204,1011702,1011704,2,False
4204,1011737,1011738,1,False
4204,1011740,1011743,3,False
4204,1011758,1011758,0,False
4204,1011932,1011933,1,False
4204,1012050,1012051,1,False
4204,1012147,1012151,4,False
4204,1012482,1012485,3,False
4204,1012969,1012969,0,False
4204,1013390,1013398,8,False
4204,1013823,1013826,3,False
4204,1014900,1014900,0,False
4204,1015154,1015154,0,False
4204,1015181,1015187,6,False
4204,1015975,1015980,5,False
4204,1016013,1016013,0,False
4204,1016399,1016405,6,False
4204,1016473,1016476,3,False
4204,1016599,1016599,0,False
4204,1016718,1016725,7,False
4204,1017298,1017302,4,False
4204,1017431,1017435,4,False
4204,1017573,1017576,3,False
4204,1017772,1017772,0,False
4204,1017793,1017798,5,False
4204,1017947,1017947,0,False
4204,1018021,1018028,7,False
4204,1018375,1018375,0,False
4204,1018377,1018377,0,False
4204,1018379,1018379,0,False
4204,1018699,1018699,0,False
4205,1019135,1019135,0,False
4205,1019222,1019225,3,False
4205,1019269,1019270,1,False
4205,1020276,1020286,10,False
4205,1020916,1020917,1,False
4205,1020932,1020936,4,False
4205,1021412,1021419,7,False
4205,1021877,1021878,1,False
4205,1021907,1021915,8,False
4205,1022021,1022024,3,False
4205,1022386,1022392,6,False
4205,1022499,1022504,5,False
4205,1022828,1022834,6,False
4205,1023276,1023281,5,False
4205,1023495,1023495,0,False
4205,1023743,1023747,4,False
4205,1023773,1023774,1,False
4205,1023914,1023915,1,False
4205,1023951,1023959,8,False
4205,1024295,1024301,6,False
4205,1024866,1024876,10,False
4205,1024969,1024978,9,False
4205,1025022,1025023,1,False
4205,1025190,1025191,1,False
4205,1025202,1025202,0,False
4205,1025380,1025384,4,False
4205,1025565,1025571,6,False
4205,1025584,1025586,2,False
4205,1025589,1025589,0,False
4205,1025646,1025646,0,False
4205,1025658,1025658,0,False
4205,1026292,1026296,4,False
4205,1026299,1026302,3,False
4205,1026470,1026480,10,False
4206,1026835,1026835,0,False
4206,1026840,1026841,1,False
4206,1026900,1026901,1,False
4206,1026912,1026912,0,True
4206,1027293,1027296,3,False
4206,1027319,1027322,3,False
4206,1027675,1027681,6,False
4206,1028198,1028198,0,False
4206,1028224,1028226,2,False
4206,1028228,1028229,1,False
4206,1028244,1028244,0,True
4206,1028312,1028314,2,False
4206,1028420,1028430,10,False
4206,1028508,1028509,1,False
4206,1028535,1028540,5,False
4206,1028772,1028774,2,False
4206,1028862,1028863,1,False
4206,1029209,1029209,0,False
4206,1029248,1029248,0,False
4206,1029285,1029286,1,True
4206,1029478,1029485,7,False
4206,1030062,1030064,2,False
4206,1030212,1030222,10,False
4206,1030257,1030260,3,False
4206,1030311,1030317,6,False
4206,1030530,1030530,0,False
4206,1030535,1030539,4,False
4206,1030694,1030694,0,False
4206,1030727,1030727,0,False
4206,1030731,1030733,2,False
4206,1030943,1030947,4,False
4206,1031114,1031115,1,False
4206,1031119,1031125,6,False
4206,1031383,1031393,10,False
4206,1031416,1031419,3,False
4206,1031446,1031446,0,False
4206,1031634,1031640,6,False
4206,1031685,1031686,1,False
4206,1031740,1031743,3,False
4206,1032002,1032004,2,False
4206,1032261,1032264,3,False
4206,1033026,1033036,10,False
4206,1033150,1033156,6,False
4206,1033162,1033168,6,False
4206,1033521,1033521,0,False
4206,1033548,1033549,1,False
4206,1033751,1033755,4,False
4206,1033825,1033829,4,False
4206,1034100,1034102,2,False
4208,1034389,1034391,2,False
4208,1034422,1034423,1,False
4208,1034747,1034748,1,False
4208,1035551,1035555,4,False
4208,1035582,1035582,0,False
4208,1035938,1035940,2,False
4208,1036310,1036313,3,False
4208,1036323,1036324,1,False
4208,1037000,1037004,4,False
4208,1037417,1037426,9,False
4208,1037464,1037473,9,False
4208,1037783,1037786,3,False
4208,1037825,1037825,0,False
4208,1038468,1038468,0,False
4208,1038862,1038862,0,False
4208,1039268,1039271,3,False
4208,1039273,1039274,1,False
4208,1039510,1039513,3,False
4208,1040129,1040138,9,False
4208,1040387,1040387,0,False
4208,1040411,1040421,10,False
4208,1040546,1040549,3,False
4208,1040604,1040611,7,False
4208,1040840,1040843,3,False
4208,1040847,1040849,2,False
4208,1040920,1040927,7,False
4208,1041202,1041207,5,False
4208,1041214,1041221,7,False
4208,1041237,1041239,2,False
4208,1041250,1041250,0,False
4208,1041255,1041255,0,False
4208,1041357,1041357,0,True
4208,1041359,1041359,0,False
4208,1041382,1041391,9,False
4246,1042793,1042797,4,False
4246,1042812,1042812,0,False
4246,1043003,1043008,5,False
4246,1043300,1043301,1,True
4246,1044020,1044024,4,False
4246,1044216,1044218,2,False
4246,1044313,1044314,1,False
4246,1044379,1044384,5,False
4246,1044519,1044519,0,False
4246,1044523,1044525,2,False
4251,1045351,1045351,0,False
4251,1045383,1045388,5,False
4251,1045486,1045488,2,False
4251,1045532,1045536,4,False
4251,1045615,1045624,9,False
4251,1046457,1046457,0,False
4259,1046819,1046819,0,False
4259,1047229,1047229,0,False
4259,1047241,1047242,1,False
4272,1047904,1047904,0,False
4272,1047993,1047993,0,False
4272,1048046,1048046,0,True
4272,1048071,1048075,4,False
4272,1048153,1048153,0,False
4272,1048487,1048487,0,False
4272,1048663,1048663,0,False
4272,1048811,1048811,0,False
4272,1048964,1048964,0,False
4272,1049026,1049026,0,False
4272,1049072,1049075,3,False
4272,1049170,1049172,2,False
4272,1050067,1050069,2,False
4272,1050414,1050420,6,False
4272,1050579,1050583,4,False
4272,1051066,1051066,0,False
4272,1051522,1051524,2,False
4272,1051536,1051537,1,False
4272,1052016,1052017,1,False
4272,1052279,1052287,8,False
4272,1052312,1052314,2,False
4272,1052324,1052326,2,False
4272,1052333,1052334,1,False
4272,1052514,1052514,0,True
4272,1052516,1052516,0,False
4272,1052638,1052648,10,False
4272,1053032,1053041,9,False
4272,1053521,1053523,2,False
4272,1053591,1053596,5,False
4272,1053961,1053961,0,False
4272,1054072,1054074,2,False
4272,1054140,1054148,8,False
4272,1054196,1054197,1,False
4272,1054613,1054622,9,False
4272,1054667,1054671,4,False
4272,1054687,1054687,0,False
4272,1054802,1054803,1,False
4272,1054990,1054990,0,False
4293,1055521,1055527,6,True
4293,1055530,1055533,3,False
4293,1055535,1055535,0,False
4293,1055542,1055544,2,False
4293,1055785,1055786,1,False
4293,1055953,1055956,3,False
4293,1055974,1055974,0,False
4293,1056295,1056295,0,False
4293,1056895,1056895,0,False
4293,1059689,1059697,8,False
4293,1059728,1059730,2,False
4293,1059945,1059951,6,False
4293,1059955,1059956,1,False
4293,1060117,1060125,8,False
4293,1060280,1060281,1,False
4293,1060719,1060720,1,False
4293,1060779,1060779,0,True
4301,1061614,1061621,7,False
4301,1062291,1062292,1,False
4301,1062863,1062872,9,False
4301,1062881,1062881,0,False
4301,1063603,1063603,0,False
4301,1064223,1064233,10,False
4301,1064364,1064373,9,False
4301,1064651,1064657,6,False
4301,1064664,1064664,0,False
4301,1064738,1064738,0,False
4301,1064795,1064795,0,False
4301,1064947,1064949,2,False
4301,1065883,1065883,0,False
4301,1066049,1066050,1,False
4301,1066537,1066539,2,False
4301,1066567,1066568,1,False
4301,1066576,1066580,4,False
4301,1066583,1066589,6,False
4301,1066597,1066597,0,False
4307,1067630,1067632,2,False
4307,1067716,1067716,0,False
4307,1067816,1067817,1,False
4307,1067871,1067872,1,False
4307,1068160,1068163,3,False
4307,1068185,1068185,0,False
4307,1068205,1068207,2,False
4307,1068764,1068764,0,True
4307,1068981,1068982,1,False
4307,1069724,1069724,0,False
4307,1069862,1069868,6,False
4307,1069895,1069900,5,False
4307,1069948,1069953,5,False
4307,1070398,1070403,5,False
4307,1070504,1070512,8,False
4307,1070798,1070806,8,False
4307,1071024,1071034,10,False
4307,1071042,1071042,0,False
4307,1071184,1071184,0,True
4307,1071306,1071313,7,False
4307,1071327,1071327,0,False
4307,1071364,1071368,4,False
4307,1071429,1071438,9,False
4307,1071595,1071600,5,False
4307,1072131,1072134,3,False
4307,1072241,1072241,0,False
4307,1072281,1072281,0,False
4307,1072442,1072445,3,False
4316,1073049,1073049,0,False
4316,1073700,1073706,6,False
4316,1074213,1074215,2,False
4316,1074971,1074974,3,False
4316,1076143,1076148,5,False
4316,1076413,1076418,5,False
4316,1076904,1076904,0,False
4316,1077659,1077659,0,True
4316,1077878,1077880,2,False
4316,1078190,1078193,3,False
4316,1078434,1078434,0,False
4324,1079213,1079213,0,True
4324,1079245,1079246,1,False
4324,1079424,1079427,3,False
4324,1079851,1079860,9,False
4324,1079890,1079890,0,True
4324,1080525,1080534,9,False
4324,1080785,1080786,1,False
4324,1080923,1080927,4,True
4324,1081343,1081347,4,False
4324,1081493,1081498,5,False
4324,1081503,1081503,0,False
4324,1081578,1081579,1,False
4324,1081599,1081604,5,False
4324,1081658,1081662,4,False
4324,1081752,1081752,0,False
4324,1081757,1081757,0,False
4324,1082672,1082677,5,False
4324,1083080,1083082,2,False
4324,1083336,1083340,4,False
4324,1083350,1083350,0,True
4324,1083381,1083387,6,False
4324,1083451,1083451,0,False
4324,1083484,1083487,3,False
4324,1083645,1083647,2,False
4324,1084021,1084023,2,False
4324,1084368,1084371,3,False
4324,1084405,1084409,4,False
4326,1084697,1084699,2,False
4326,1084793,1084799,6,False
4326,1085018,1085021,3,False
4326,1085058,1085062,4,False
4326,1085151,1085151,0,False
4326,1085156,1085156,0,False
4326,1085439,1085440,1,False
4326,1085591,1085591,0,False
4326,1085826,1085830,4,False
4326,1085851,1085854,3,False
4326,1085958,1085958,0,False
4326,1086070,1086070,0,False
4326,1086541,1086541,0,False
4326,1086604,1086612,8,False
4326,1086863,1086871,8,False
4326,1086892,1086893,1,False
4326,1086897,1086905,8,False
4326,1087356,1087356,0,False
4326,1087516,1087516,0,False
4326,1087651,1087653,2,False
4326,1087800,1087803,3,False
4326,1088039,1088043,4,False
4326,1088060,1088061,1,False
4326,1088204,1088205,1,False
4326,1088209,1088211,2,False
4326,1088230,1088233,3,False
4326,1088251,1088252,1,False
4326,1088257,1088259,2,False
4326,1088551,1088552,1,False
4326,1088556,1088558,2,False
4326,1088564,1088564,0,False
4326,1088571,1088571,0,True
4326,1088579,1088579,0,True
4326,1088824,1088824,0,False
4366,1088928,1088928,0,False
4366,1089311,1089311,0,False
4366,1089314,1089315,1,False
4366,1089495,1089496,1,False
4366,1089537,1089538,1,False
4366,1090383,1090383,0,False
4366,1090722,1090725,3,False
4366,1090729,1090729,0,False
4366,1090757,1090761,4,False
4366,1090788,1090789,1,False
4366,1090853,1090854,1,False
4366,1090862,1090862,0,False
4366,1090864,1090864,0,False
4366,1090951,1090951,0,False
4366,1091016,1091016,0,False
4366,1091164,1091167,3,False
4366,1091181,1091181,0,False
4366,1091316,1091316,0,False
4366,1091434,1091435,1,False
4366,1091490,1091490,0,False
4366,1091495,1091495,0,False
4366,1091753,1091760,7,True
4366,1092262,1092270,8,False
4366,1092446,1092454,8,False
4366,1092460,1092460,0,True
4366,1092464,1092464,0,True
4366,1092506,1092506,0,False
4366,1092517,1092518,1,False
4366,1092522,1092522,0,False
4366,1092602,1092606,4,False
4366,1092612,1092621,9,False
4366,1092965,1092971,6,False
4366,1093082,1093085,3,False
4366,1093258,1093258,0,False
4366,1093392,1093393,1,False
4366,1093395,1093395,0,False
4366,1093422,1093423,1,False
4366,1093528,1093529,1,False
4366,1094345,1094355,10,False
4366,1094981,1094987,6,False
4366,1095437,1095439,2,False
4366,1095469,1095470,1,False
4366,1095502,1095508,6,False
4366,1095510,1095510,0,False
4366,1095665,1095666,1,False
4366,1095963,1095967,4,False
4369,1096966,1096966,0,False
4369,1096979,1096980,1,True
4369,1097385,1097388,3,False
4369,1097563,1097570,7,False
4373,1098068,1098069,1,False
4373,1098371,1098376,5,False
4373,1098472,1098474,2,False
4373,1098950,1098951,1,False
4373,1099042,1099047,5,False
4375,1099841,1099847,6,False
4375,1099973,1099973,0,False
4375,1100151,1100151,0,False
4384,1100219,1100219,0,False
4384,1100368,1100375,7,False
4384,1100682,1100687,5,False
4384,1100931,1100935,4,False
4384,1101448,1101448,0,False
4385,1102451,1102461,10,False
4385,1103044,1103045,1,False
4385,1103064,1103067,3,False
4385,1103138,1103140,2,False
4403,1104211,1104215,4,False
4403,1104336,1104337,1,False
4403,1104371,1104373,2,False
4403,1104499,1104499,0,False
4403,1104506,1104508,2,False
4403,1104920,1104921,1,False
4403,1105017,1105018,1,False
4403,1105264,1105264,0,False
4403,1105290,1105290,0,False
4403,1105296,1105298,2,False
4403,1105333,1105333,0,False
4403,1105647,1105647,0,True
4403,1105885,1105888,3,False
4403,1105899,1105899,0,False
4403,1106105,1106106,1,False
4403,1106296,1106301,5,False
4403,1106310,1106310,0,False
4403,1106403,1106403,0,True
4403,1106651,1106652,1,False
4403,1107616,1107619,3,False
4403,1107749,1107750,1,False
4403,1108133,1108133,0,False
4403,1108360,1108369,9,False
4403,1108456,1108460,4,False
4403,1108572,1108573,1,False
4403,1108965,1108969,4,False
4403,1108977,1108977,0,False
4403,1109423,1109429,6,False
4403,1109495,1109504,9,False
4403,1109775,1109776,1,False
4403,1109844,1109852,8,False
4403,1109925,1109926,1,False
4403,1109935,1109935,0,False
4403,1110023,1110023,0,False
4403,1110036,1110036,0,False
4403,1110161,1110170,9,True
4403,1110175,1110175,0,False
4403,1110777,1110779,2,False
4404,1111996,1111998,2,False
4404,1112101,1112102,1,False
4404,1112794,1112804,10,False
4404,1112892,1112896,4,False
4404,1112917,1112917,0,False
4404,1113179,1113188,9,False
4404,1113374,1113374,0,False
4404,1113844,1113845,1,False
4404,1114221,1114221,0,False
4404,1114225,1114230,5,False
4404,1114235,1114236,1,False
4404,1114458,1114460,2,False
4404,1114513,1114516,3,False
4404,1114789,1114791,2,False
4404,1115326,1115333,7,False
4404,1115384,1115387,3,False
4404,1115509,1115511,2,False
4404,1115518,1115522,4,False
4404,1115533,1115534,1,False
4404,1115536,1115536,0,False
4404,1115540,1115540,0,False
4404,1115740,1115745,5,False
4404,1115978,1115987,9,False
4404,1116202,1116203,1,False
4404,1116715,1116716,1,False
4404,1116809,1116817,8,False
4404,1116829,1116829,0,False
4404,1116835,1116835,0,True
4404,1116842,1116842,0,True
4404,1117027,1117035,8,False
4404,1117140,1117140,0,True
4404,1117335,1117345,10,False
4404,1117428,1117428,0,False
4404,1117541,1117549,8,False
4404,1117796,1117797,1,False
4404,1118096,1118100,4,False
4404,1118326,1118326,0,False
4404,1118330,1118330,0,False
4404,1118341,1118342,1,False
4404,1118396,1118396,0,False
4404,1118726,1118731,5,False
4404,1118776,1118778,2,False
4404,1119164,1119166,2,False
4404,1119192,1119196,4,False
4404,1119407,1119411,4,False
4431,1119842,1119847,5,False
4431,1119902,1119902,0,False
4431,1120978,1120987,9,False
4443,1121478,1121485,7,False
4443,1121582,1121582,0,False
4443,1121694,1121695,1,False
4443,1122031,1122036,5,False
4443,1122095,1122097,2,False
4443,1122421,1122430,9,False
4443,1122491,1122491,0,False
4443,1122495,1122496,1,False
4449,1122844,1122846,2,False
4449,1123028,1123036,8,False
4449,1123245,1123245,0,False
4449,1124090,1124092,2,False
4452,1124593,1124593,0,False
4452,1124595,1124600,5,False
4452,1124681,1124684,3,False
4452,1124741,1124744,3,False
4452,1124996,1125006,10,False
4452,1125214,1125218,4,False
4452,1125363,1125365,2,False
4452,1125793,1125800,7,False
4452,1125931,1125931,0,False
4452,1126012,1126015,3,False
4452,1126238,1126246,8,False
4452,1126316,1126316,0,True
4452,1126786,1126786,0,False
4452,1127062,1127070,8,False
4452,1127078,1127078,0,False
4452,1127199,1127203,4,False
4452,1127222,1127232,10,False
4452,1127347,1127349,2,False
4452,1127463,1127464,1,False
4452,1127474,1127474,0,True
4452,1127478,1127478,0,False
4452,1127661,1127666,5,False
4452,1128411,1128414,3,False
4452,1128432,1128436,4,False
4452,1128779,1128784,5,False
4452,1128883,1128885,2,False
4452,1129127,1129129,2,False
4452,1129136,1129136,0,False
4452,1129146,1129146,0,True
4452,1129180,1129182,2,False
4452,1129278,1129278,0,False
4452,1129722,1129723,1,False
4452,1129869,1129878,9,False
4452,1129991,1129994,3,False
4452,1130003,1130003,0,False
4452,1130133,1130134,1,False
4452,1130151,1130151,0,False
4452,1130179,1130180,1,False
4452,1130187,1130197,10,False
4452,1130233,1130240,7,False
4452,1130431,1130431,0,False
4452,1130539,1130539,0,False
4452,1130677,1130681,4,False
4452,1130704,1130704,0,False
4452,1131193,1131196,3,False
4452,1131463,1131466,3,False
4452,1131508,1131508,0,False
4452,1131942,1131944,2,False
4452,1131976,1131980,4,False
4475,1132220,1132226,6,False
4475,1132316,1132319,3,False
4475,1132392,1132392,0,False
4475,1132416,1132421,5,False
4475,1132715,1132721,6,False
4475,1132729,1132729,0,False
4475,1132848,1132850,2,False
4475,1133128,1133130,2,False
4475,1133324,1133328,4,False
4475,1133408,1133412,4,False
4475,1133430,1133432,2,False
4475,1133459,1133460,1,False
4475,1133499,1133507,8,False
