code,origin_gidx,signal_gidx,lag_days,p60v_strong
5602,1664469,1664473,4,False
5602,1664504,1664507,3,False
5602,1665382,1665382,0,False
5602,1665492,1665500,8,False
5602,1665855,1665855,0,False
5602,1666712,1666718,6,False
5602,1666765,1666767,2,False
5602,1666782,1666787,5,False
5602,1666844,1666846,2,False
5602,1667058,1667059,1,False
5602,1667751,1667751,0,False
5602,1668032,1668032,0,False
5602,1668125,1668125,0,False
5602,1668659,1668664,5,False
5602,1668735,1668735,0,False
5602,1668842,1668850,8,False
5602,1668932,1668941,9,False
5631,1670451,1670452,1,False
5631,1670639,1670649,10,False
5631,1671172,1671182,10,False
5631,1671577,1671583,6,False
5631,1671607,1671607,0,False
5631,1672095,1672098,3,False
5631,1672115,1672118,3,False
5631,1672297,1672298,1,False
5631,1672306,1672310,4,False
5631,1672448,1672451,3,False
5631,1672803,1672807,4,False
5631,1673157,1673157,0,False
5631,1673161,1673170,9,False
5631,1673444,1673452,8,False
5631,1673477,1673480,3,False
5631,1673517,1673519,2,False
5631,1673528,1673528,0,False
5631,1673702,1673712,10,False
5631,1673739,1673741,2,False
5631,1673924,1673931,7,False
5631,1674397,1674399,2,False
5631,1674403,1674403,0,False
5631,1674464,1674464,0,False
5631,1674479,1674482,3,False
5631,1674844,1674851,7,False
5631,1675834,1675835,1,False
5631,1676068,1676077,9,False
5631,1676393,1676393,0,False
5631,1676571,1676574,3,False
5631,1676576,1676576,0,False
5631,1676920,1676927,7,False
5631,1677124,1677126,2,False
5706,1677293,1677295,2,False
5706,1677301,1677307,6,False
5706,1677534,1677534,0,False
5706,1677671,1677672,1,False
5706,1677768,1677768,0,False
5706,1677778,1677785,7,False
5706,1677918,1677918,0,False
5706,1678019,1678019,0,False
5706,1678024,1678027,3,False
5706,1678055,1678062,7,False
5706,1678129,1678131,2,False
5706,1678143,1678143,0,False
5706,1678157,1678157,0,False
5706,1678167,1678167,0,False
5706,1678169,1678169,0,False
5706,1678230,1678240,10,False
5706,1678592,1678596,4,False
5706,1678613,1678613,0,False
5706,1678634,1678635,1,False
5706,1678705,1678708,3,False
5706,1678757,1678764,7,False
5706,1678801,1678802,1,False
5706,1679316,1679317,1,False
5706,1679481,1679491,10,False
5706,1679851,1679853,2,False
5706,1680104,1680104,0,True
5706,1681035,1681045,10,False
5706,1681095,1681098,3,False
5706,1681105,1681105,0,False
5706,1681202,1681202,0,False
5706,1681692,1681695,3,False
5706,1681896,1681896,0,False
5706,1681915,1681917,2,False
5706,1681956,1681960,4,False
5706,1682311,1682313,2,False
5706,1682574,1682576,2,False
5706,1682631,1682633,2,False
5706,1682696,1682697,1,False
5706,1682930,1682935,5,False
5706,1683079,1683081,2,False
5706,1683447,1683457,10,True
5706,1683460,1683460,0,True
5706,1683467,1683469,2,False
5706,1683605,1683606,1,False
5706,1683745,1683745,0,False
5706,1683968,1683971,3,False
5706,1684018,1684019,1,False
5706,1684405,1684406,1,True
5706,1684550,1684553,3,False
5711,1685279,1685279,0,False
5711,1685294,1685303,9,False
5711,1685452,1685453,1,False
5711,1685949,1685950,1,False
5711,1686204,1686207,3,True
5711,1686404,1686404,0,False
5711,1686424,1686432,8,False
5711,1687104,1687104,0,False
5711,1687253,1687254,1,False
5711,1687268,1687269,1,True
5711,1687837,1687838,1,False
5711,1688383,1688383,0,False
5711,1688557,1688557,0,False
5711,1688583,1688589,6,False
5711,1689030,1689030,0,False
5711,1689268,1689275,7,False
5711,1689446,1689447,1,False
5711,1689472,1689473,1,False
5711,1689563,1689564,1,False
5711,1689928,1689932,4,False
5711,1690031,1690032,1,False
5711,1690074,1690076,2,False
5711,1690340,1690342,2,False
5711,1690528,1690529,1,False
5711,1690951,1690954,3,False
5711,1691352,1691361,9,False
5711,1691757,1691759,2,False
5711,1691765,1691766,1,False
5711,1691895,1691904,9,False
5711,1691960,1691969,9,False
5711,1691991,1691998,7,False
5711,1692196,1692200,4,False
5711,1692202,1692211,9,False
5713,1692791,1692797,6,False
5713,1693074,1693074,0,False
5713,1693211,1693212,1,False
5713,1693719,1693727,8,False
5713,1693743,1693744,1,False
5713,1693951,1693959,8,False
5713,1694136,1694138,2,False
5713,1694583,1694586,3,False
5713,1694973,1694975,2,False
5713,1695157,1695158,1,False
5713,1695226,1695233,7,False
5713,1695262,1695264,2,False
5713,1695286,1695294,8,False
5713,1695456,1695462,6,False
5713,1695607,1695611,4,False
5713,1695814,1695814,0,False
5713,1695818,1695818,0,False
5713,1695820,1695820,0,False
5713,1696477,1696477,0,False
5713,1696497,1696505,8,True
5713,1696780,1696782,2,False
5713,1696813,1696820,7,False
5713,1697484,1697490,6,False
5713,1697791,1697795,4,False
5713,1698281,1698285,4,False
5713,1698310,1698311,1,False
5713,1698316,1698322,6,False
5713,1698545,1698546,1,False
5713,1698980,1698989,9,False
5713,1699007,1699009,2,False
5713,1699011,1699013,2,False
5713,1699163,1699164,1,False
5713,1699471,1699473,2,False
5713,1699483,1699485,2,False
5713,1699783,1699792,9,False
5713,1700368,1700369,1,False
5713,1700443,1700445,2,False
5721,1704075,1704085,10,False
5721,1704109,1704109,0,False
5721,1704152,1704155,3,False
5721,1704349,1704351,2,False
5721,1704370,1704370,0,False
5721,1704509,1704512,3,False
5721,1704756,1704761,5,False
5721,1705385,1705386,1,False
5721,1705404,1705404,0,False
5721,1706255,1706255,0,False
5721,1706398,1706398,0,True
5721,1706400,1706400,0,True
5721,1706404,1706404,0,True
5721,1706406,1706406,0,False
5726,1708810,1708812,2,False
5726,1708970,1708970,0,False
5726,1709928,1709930,2,False
5726,1710824,1710825,1,False
5726,1711552,1711552,0,False
5726,1711842,1711849,7,False
5726,1711990,1711994,4,False
5726,1712011,1712012,1,False
5727,1712996,1712996,0,True
5727,1713001,1713002,1,False
5727,1713021,1713023,2,False
5727,1713114,1713115,1,False
5727,1714223,1714229,6,False
5727,1714321,1714323,2,False
5727,1714345,1714345,0,True
5727,1715198,1715203,5,False
5727,1716958,1716958,0,False
5727,1716962,1716966,4,False
5727,1716974,1716975,1,False
5727,1717354,1717362,8,False
5727,1717372,1717380,8,False
5727,1717521,1717525,4,False
5727,1717571,1717573,2,False
5727,1717578,1717578,0,False
5727,1717781,1717791,10,False
5727,1717864,1717870,6,False
5727,1718152,1718157,5,False
5727,1718307,1718316,9,False
5727,1718874,1718884,10,False
5727,1718994,1719004,10,False
5727,1719173,1719173,0,False
5727,1719194,1719196,2,False
5727,1719245,1719247,2,False
5727,1719250,1719254,4,False
5727,1719274,1719279,5,False
5727,1719507,1719507,0,False
5727,1719612,1719619,7,False
5727,1719762,1719762,0,False
5727,1719781,1719782,1,False
5727,1720122,1720123,1,True
5741,1721015,1721018,3,False
5741,1721453,1721454,1,False
5741,1721651,1721652,1,False
5741,1721930,1721934,4,False
5741,1722168,1722171,3,False
5741,1722338,1722338,0,True
5741,1722392,1722394,2,False
5741,1722407,1722407,0,False
5741,1722953,1722954,1,False
5741,1722960,1722965,5,False
5741,1723051,1723051,0,True
5741,1723071,1723080,9,False
5741,1723946,1723948,2,False
5741,1724080,1724083,3,False
5741,1724321,1724327,6,False
5741,1724545,1724552,7,False
5741,1724643,1724653,10,False
5741,1724669,1724669,0,True
5741,1724683,1724686,3,False
5741,1724743,1724752,9,False
5741,1725003,1725003,0,False
5741,1725028,1725038,10,False
5741,1725269,1725274,5,False
5801,1725595,1725599,4,False
5801,1725646,1725649,3,False
5801,1725745,1725749,4,False
5801,1725786,1725787,1,False
5801,1726331,1726334,3,False
5801,1726434,1726442,8,False
5801,1726619,1726621,2,False
5801,1727416,1727425,9,False
5801,1727705,1727705,0,False
5801,1727822,1727826,4,False
5801,1728228,1728229,1,False
5801,1728342,1728345,3,False
5801,1728433,1728433,0,False
5801,1729694,1729700,6,False
5801,1730147,1730149,2,False
5801,1730420,1730421,1,False
5801,1730426,1730431,5,False
5801,1730621,1730630,9,False
5801,1730767,1730772,5,False
5801,1730781,1730788,7,False
5801,1730913,1730919,6,False
5801,1731864,1731874,10,False
5801,1731902,1731912,10,False
5801,1732188,1732192,4,False
5801,1733025,1733034,9,False
5801,1733041,1733041,0,False
5801,1733062,1733062,0,True
5802,1733518,1733519,1,False
5802,1733726,1733732,6,False
5802,1733956,1733957,1,False
5802,1734384,1734386,2,False
5802,1734600,1734605,5,False
5802,1734632,1734639,7,False
5802,1734676,1734682,6,False
5802,1735006,1735009,3,False
5802,1735017,1735017,0,False
5802,1735529,1735531,2,False
5802,1735671,1735676,5,False
5802,1735714,1735717,3,False
5802,1735742,1735744,2,False
5802,1735802,1735806,4,False
5802,1735811,1735812,1,False
5802,1736782,1736783,1,False
5802,1736848,1736856,8,False
5802,1737260,1737269,9,False
5802,1737271,1737271,0,False
5802,1737789,1737790,1,False
5802,1737908,1737909,1,False
5802,1738266,1738267,1,False
5802,1738368,1738378,10,False
5802,1738566,1738567,1,False
5802,1738859,1738865,6,False
5802,1739147,1739151,4,False
5802,1739163,1739170,7,False
5802,1739580,1739580,0,False
5802,1739676,1739684,8,False
5802,1739806,1739811,5,False
5802,1739828,1739828,0,False
5802,1739970,1739977,7,False
5802,1740075,1740077,2,False
5802,1740142,1740147,5,False
5802,1740154,1740159,5,True
5802,1740180,1740182,2,False
5802,1740196,1740197,1,False
5802,1740207,1740209,2,True
5802,1740325,1740334,9,False
5802,1740536,1740538,2,False
5802,1740587,1740592,5,False
5803,1741447,1741447,0,False
5803,1741981,1741981,0,False
5803,1742161,1742162,1,False
5803,1742296,1742300,4,False
5803,1742451,1742456,5,False
5803,1742575,1742575,0,False
5803,1742776,1742778,2,False
5803,1742782,1742782,0,False
5803,1743146,1743149,3,False
5803,1743179,1743184,5,False
5803,1743197,1743197,0,False
5803,1743834,1743834,0,False
5803,1744057,1744057,0,False
5803,1744290,1744292,2,False
5803,1744707,1744713,6,False
5803,1745359,1745366,7,False
5803,1745528,1745537,9,False
5803,1745811,1745821,10,False
5803,1746361,1746361,0,False
5803,1746459,1746462,3,False
5803,1746743,1746746,3,False
5803,1746913,1746913,0,False
5803,1747019,1747020,1,False
5803,1747248,1747251,3,False
5803,1747256,1747258,2,False
5803,1747557,1747561,4,False
5803,1747744,1747746,2,False
5803,1747799,1747809,10,False
5803,1748010,1748013,3,True
5803,1748049,1748051,2,False
5803,1748368,1748375,7,True
5803,1748385,1748386,1,False
5803,1748574,1748577,3,False
5830,1748734,1748744,10,False
5830,1748773,1748774,1,False
5830,1748886,1748888,2,False
5830,1749219,1749220,1,False
5831,1749827,1749827,0,False
5832,1750829,1750832,3,False
5832,1750836,1750837,1,False
5832,1751013,1751019,6,False
5832,1751024,1751024,0,False
5832,1751037,1751039,2,False
5838,1751168,1751169,1,False
5838,1751177,1751186,9,False
5838,1751441,1751447,6,False
5838,1751636,1751645,9,False
5838,1751704,1751704,0,False
5844,1751983,1751985,2,False
5844,1752061,1752068,7,False
5901,1752597,1752597,0,False
5901,1752686,1752689,3,False
5901,1752692,1752701,9,False
5901,1752797,1752797,0,False
5901,1752861,1752865,4,False
5901,1752947,1752949,2,False
5901,1753119,1753119,0,False
5901,1753276,1753277,1,False
5901,1753279,1753283,4,False
5901,1753394,1753395,1,False
5901,1753404,1753408,4,False
5901,1753580,1753586,6,False
5901,1753834,1753839,5,False
5901,1754213,1754213,0,False
5901,1754490,1754498,8,False
5901,1754673,1754678,5,False
5901,1755242,1755242,0,False
5901,1755252,1755252,0,False
5901,1755538,1755546,8,False
5901,1756074,1756078,4,False
5901,1756100,1756102,2,False
5901,1756392,1756394,2,False
5901,1756453,1756455,2,False
5901,1756989,1756999,10,False
5901,1757031,1757040,9,False
5901,1757540,1757548,8,False
5901,1757919,1757928,9,False
5901,1758032,1758033,1,False
5901,1758394,1758396,2,False
5901,1758638,1758641,3,False
5901,1758764,1758766,2,False
5901,1758882,1758883,1,False
5901,1759008,1759016,8,False
5901,1759034,1759034,0,True
5901,1759102,1759106,4,False
5901,1759563,1759568,5,False
5901,1759723,1759730,7,False
5929,1760832,1760835,3,False
5929,1761245,1761253,8,False
5929,1761885,1761891,6,False
5929,1761895,1761895,0,False
5929,1761900,1761900,0,False
5929,1761905,1761905,0,False
5929,1762108,1762111,3,False
5929,1762113,1762113,0,False
5929,1762153,1762155,2,False
5929,1762335,1762345,10,False
5929,1762767,1762769,2,False
5929,1762792,1762797,5,False
5929,1763055,1763060,5,True
5929,1763158,1763160,2,False
5929,1763171,1763172,1,False
5929,1763979,1763979,0,False
5929,1764223,1764226,3,False
5929,1764853,1764853,0,False
5929,1764885,1764887,2,False
5929,1764963,1764970,7,False
5929,1764973,1764975,2,False
5929,1765089,1765090,1,False
5929,1765192,1765199,7,False
5929,1765314,1765319,5,False
5929,1765322,1765322,0,False
5929,1765542,1765542,0,False
5929,1765587,1765597,10,False
5929,1765803,1765806,3,False
5929,1765830,1765830,0,False
5929,1766120,1766125,5,False
5929,1766215,1766220,5,True
5929,1766534,1766544,10,False
5929,1766724,1766732,8,False
5929,1767358,1767358,0,False
5930,1767963,1767967,4,False
5930,1768456,1768456,0,False
5930,1768578,1768586,8,False
5930,1768900,1768904,4,True
5930,1769123,1769131,8,False
5930,1769844,1769844,0,False
5930,1769853,1769855,2,False
5930,1769881,1769886,5,False
5930,1769913,1769923,10,False
5930,1770056,1770062,6,False
5930,1770120,1770130,10,False
5930,1770135,1770135,0,False
5930,1770339,1770349,10,False
5930,1770412,1770416,4,False
5930,1770564,1770565,1,False
5930,1770709,1770713,4,False
5930,1770757,1770757,0,False
5930,1770772,1770772,0,False
5930,1770839,1770846,7,False
5930,1771043,1771048,5,False
5930,1771135,1771135,0,False
5930,1771500,1771500,0,False
5930,1771560,1771569,9,False
5930,1771601,1771604,3,False
5930,1771642,1771642,0,True
5930,1772047,1772055,8,False
5930,1772120,1772125,5,False
5930,1772154,1772154,0,False
5930,1772272,1772272,0,True
5930,1772285,1772287,2,False
5930,1772289,1772290,1,False
5930,1772360,1772361,1,False
5930,1772417,1772417,0,False
5930,1772526,1772527,1,False
5930,1772883,1772884,1,False
5930,1773014,1773016,2,False
5930,1773160,1773162,2,False
5930,1773454,1773459,5,False
5930,1773558,1773558,0,False
5930,1774083,1774092,9,False
5930,1774439,1774440,1,False
5930,1774570,1774574,4,False
5930,1774703,1774704,1,True
5930,1774903,1774904,1,False
5930,1775095,1775097,2,False
5930,1775231,1775232,1,False
5930,1775261,1775266,5,False
5930,1775280,1775280,0,False
5930,1775438,1775438,0,False
5938,1775817,1775817,0,False
5938,1775822,1775822,0,False
5938,1776199,1776206,7,False
5938,1776809,1776816,7,False
5938,1776905,1776915,10,False
5938,1776946,1776953,7,False
5938,1777413,1777417,4,False
5938,1777583,1777590,7,False
5938,1777648,1777653,5,False
5938,1777932,1777932,0,False
5938,1777983,1777985,2,False
5938,1777994,1778002,8,False
5938,1778295,1778299,4,False
5938,1778445,1778450,5,False
5938,1778711,1778714,3,False
5938,1779044,1779044,0,False
5938,1779126,1779127,1,False
5938,1779388,1779393,5,False
5938,1780185,1780192,7,False
5938,1780364,1780365,1,False
5938,1780500,1780508,8,False
5938,1780801,1780801,0,False
5938,1781339,1781339,0,False
5938,1781370,1781370,0,False
5938,1781383,1781383,0,False
5938,1781865,1781869,4,False
5938,1782913,1782921,8,False
5938,1783149,1783156,7,False
5938,1783204,1783208,4,False
5949,1783500,1783510,10,False
5949,1783873,1783876,3,False
5949,1783880,1783889,9,False
5949,1784346,1784347,1,False
5949,1784358,1784359,1,False
5949,1784536,1784540,4,False
5949,1784556,1784556,0,True
5949,1784714,1784721,7,False
5949,1784837,1784837,0,False
5949,1785002,1785006,4,False
5949,1785023,1785024,1,False
5949,1785402,1785410,8,False
5949,1785452,1785452,0,False
5949,1785625,1785625,0,False
5949,1785677,1785681,4,False
5949,1785691,1785691,0,False
5949,1786561,1786562,1,False
5949,1786620,1786620,0,False
5949,1786711,1786718,7,False
5949,1786738,1786747,9,False
5949,1787032,1787032,0,True
5949,1787111,1787111,0,False
5949,1787217,1787218,1,False
5949,1788578,1788586,8,False
5949,1788739,1788744,5,False
5970,1788899,1788900,1,False
5970,1790367,1790371,4,False
5970,1790398,1790401,3,False
5970,1790415,1790415,0,False
5970,1790429,1790429,0,False
5970,1790436,1790437,1,False
5970,1790559,1790569,10,False
5970,1790582,1790582,0,True
5970,1790659,1790663,4,False
5970,1790794,1790799,5,False
5970,1791114,1791114,0,False
5970,1791310,1791320,10,False
5970,1791463,1791472,9,False
5970,1791486,1791486,0,False
5970,1791542,1791547,5,False
5976,1791675,1791679,4,False
5976,1791835,1791842,7,False
5976,1791900,1791900,0,False
5976,1791955,1791956,1,False
5976,1792319,1792321,2,False
5976,1792489,1792498,9,False
5976,1792584,1792589,5,False
5976,1792670,1792672,2,False
5976,1792999,1793006,7,False
5976,1793212,1793215,3,False
5976,1793476,1793486,10,False
5976,1793683,1793683,0,False
5976,1793865,1793865,0,False
5976,1794229,1794234,5,False
5976,1794353,1794354,1,False
5976,1794368,1794372,4,False
5976,1794442,1794446,4,False
5976,1795605,1795605,0,False
5976,1796178,1796179,1,False
5976,1796258,1796260,2,False
5976,1796325,1796325,0,False
5976,1796525,1796526,1,False
5976,1796585,1796585,0,False
5976,1796611,1796617,6,False
5976,1796668,1796672,4,False
5976,1796813,1796813,0,False
5976,1797151,1797151,0,True
5976,1797239,1797240,1,False
5976,1797430,1797430,0,False
5976,1797506,1797506,0,False
5976,1797636,1797637,1,False
5976,1797718,1797718,0,False
5976,1798010,1798010,0,False
5976,1798090,1798091,1,False
5976,1798189,1798199,10,False
5976,1798334,1798337,3,False
5976,1798352,1798352,0,False
5976,1798464,1798469,5,False
5976,1798587,1798595,8,False
5976,1798613,1798617,4,False
5976,1798713,1798720,7,False
5976,1798744,1798751,7,False
5976,1798901,1798901,0,False
5976,1798911,1798911,0,False
5976,1798922,1798922,0,False
5991,1799382,1799382,0,False
5991,1799385,1799385,0,False
5991,1799724,1799724,0,False
5991,1799797,1799801,4,False
5991,1800004,1800005,1,False
5991,1800343,1800344,1,False
5991,1800489,1800497,8,True
5991,1800506,1800506,0,False
5991,1801029,1801035,6,False
5991,1801222,1801223,1,False
5991,1801290,1801293,3,False
5991,1801443,1801443,0,False
5991,1801512,1801519,7,False
5991,1801651,1801653,2,False
5991,1801763,1801770,7,False
5991,1802203,1802206,3,False
5991,1802214,1802214,0,False
5991,1802332,1802334,2,False
5991,1802344,1802345,1,False
5991,1803092,1803096,4,False
5991,1803245,1803251,6,False
5991,1803713,1803714,1,False
5991,1804030,1804031,1,False
5991,1804247,1804250,3,False
5991,1804285,1804287,2,False
5991,1804369,1804370,1,False
5991,1804386,1804387,1,False
5991,1804814,1804820,6,False
5991,1804831,1804833,2,True
5991,1805005,1805009,4,False
5991,1805099,1805099,0,False
5991,1805775,1805776,1,False
5991,1805792,1805795,3,False
5991,1805905,1805911,6,False
5991,1806063,1806065,2,False
5991,1806199,1806200,1,False
5991,1806357,1806361,4,False
5991,1806394,1806398,4,True
5991,1806431,1806437,6,False
5991,1806548,1806549,1,True
6005,1807773,1807783,10,False
6005,1807785,1807787,2,False
6005,1807856,1807861,5,False
6005,1807994,1807994,0,False
6005,1808000,1808010,10,False
6005,1808220,1808229,9,False
6005,1808391,1808391,0,False
6005,1808569,1808571,2,False
6005,1808838,1808848,10,False
6005,1810120,1810123,3,False
6005,1810133,1810135,2,False
6005,1810146,1810146,0,False
6005,1810148,1810148,0,False
6005,1810198,1810206,8,False
6005,1810230,1810239,9,False
6005,1810248,1810249,1,False
6005,1810330,1810335,5,False
6005,1810382,1810389,7,False
6005,1810548,1810548,0,False
6005,1810689,1810698,9,False
6005,1811201,1811203,2,False
6005,1811371,1811371,0,False
6005,1811429,1811429,0,True
6005,1811437,1811438,1,False
6005,1811719,1811720,1,False
6005,1811812,1811818,6,False
6005,1812052,1812059,7,False
6005,1812205,1812206,1,False
6005,1812231,1812232,1,False
6005,1812709,1812712,3,False
6005,1813312,1813313,1,False
6005,1813491,1813492,1,False
6005,1813676,1813676,0,False
6005,1814125,1814125,0,True
6005,1814166,1814167,1,False
6027,1814957,1814958,1,False
6027,1814966,1814966,0,False
6027,1815849,1815849,0,False
6027,1815924,1815928,4,False
6027,1816237,1816240,3,False
6027,1816728,1816734,6,False
6027,1816965,1816965,0,False
6027,1817019,1817019,0,False
6036,1818387,1818392,5,False
6036,1818903,1818905,2,False
6036,1818926,1818927,1,False
6036,1819047,1819053,6,False
6036,1819453,1819457,4,False
6036,1819779,1819784,5,False
6036,1819786,1819793,7,False
6036,1820105,1820113,8,False
6036,1820219,1820219,0,False
6037,1820363,1820365,2,False
6037,1820541,1820548,7,False
6037,1821362,1821363,1,False
6037,1821409,1821412,3,False
6037,1821455,1821456,1,False
6037,1821552,1821554,2,False
6037,1821579,1821580,1,False
6037,1821589,1821591,2,False
6037,1821845,1821845,0,False
6037,1821865,1821875,10,False
6037,1822002,1822002,0,False
6037,1822122,1822126,4,False
6037,1822186,1822187,1,False
6037,1822213,1822216,3,False
6037,1822250,1822251,1,False
6037,1822511,1822513,2,False
6037,1822594,1822598,4,False
6037,1822654,1822663,9,False
6062,1823266,1823270,4,False
6062,1823372,1823372,0,False
6062,1823515,1823517,2,False
6062,1823614,1823620,6,False
6062,1823631,1823634,3,False
6062,1824365,1824373,8,False
6062,1824482,1824484,2,False
6062,1824506,1824512,6,False
6070,1825545,1825547,2,False
6070,1825760,1825765,5,False
6070,1826485,1826486,1,False
6070,1826497,1826497,0,False
6070,1826571,1826571,0,True
6070,1827305,1827310,5,False
6070,1827801,1827811,10,False
6070,1827817,1827817,0,False
6070,1827830,1827831,1,True
6070,1828052,1828060,8,False
6098,1828576,1828577,1,False
6098,1828638,1828642,4,False
6098,1828767,1828768,1,True
6098,1828771,1828776,5,False
6098,1828904,1828904,0,False
6098,1829068,1829071,3,False
6098,1829295,1829296,1,False
6098,1829539,1829549,10,False
6098,1830456,1830460,4,False
6098,1830589,1830590,1,False
6113,1830974,1830976,2,False
6113,1831005,1831015,10,False
6113,1831256,1831256,0,False
6113,1831661,1831664,3,False
6113,1831843,1831843,0,False
6113,1831934,1831936,2,False
6113,1832367,1832371,4,False
6113,1833214,1833214,0,False
6113,1833226,1833226,0,False
6113,1833230,1833234,4,True
6113,1833759,1833769,10,False
6113,1833774,1833774,0,False
6113,1833779,1833779,0,True
6113,1834054,1834055,1,False
6113,1834497,1834500,3,False
6113,1835287,1835290,3,False
6113,1835694,1835702,8,False
6113,1835957,1835962,5,False
6113,1836283,1836284,1,False
6113,1836544,1836544,0,False
6113,1836989,1836993,4,False
6113,1837065,1837067,2,False
6113,1837179,1837180,1,False
6113,1837184,1837184,0,False
6113,1837187,1837187,0,False
6113,1837268,1837269,1,False
6113,1837971,1837974,3,False
6113,1838055,1838060,5,True
6113,1838096,1838098,2,False
6113,1838226,1838228,2,False
6113,1838260,1838269,9,False
6113,1838591,1838592,1,False
6141,1838990,1838991,1,False
6141,1839347,1839356,9,False
6141,1839373,1839373,0,False
6141,1839375,1839375,0,False
6141,1839404,1839412,8,False
6141,1839787,1839787,0,False
6141,1840126,1840133,7,False
6141,1840172,1840173,1,False
6141,1840610,1840610,0,False
6141,1841111,1841119,8,False
6141,1841330,1841333,3,False
6141,1841789,1841792,3,False
6141,1841807,1841808,1,False
6141,1842095,1842096,1,True
6141,1842410,1842411,1,False
6141,1842522,1842524,2,False
6141,1842848,1842850,2,False
6141,1843056,1843062,6,False
6141,1843375,1843375,0,True
6141,1843734,1843736,2,False
6141,1844175,1844175,0,False
6141,1844309,1844315,6,False
6141,1844443,1844451,8,False
6141,1845147,1845150,3,False
6141,1845189,1845191,2,False
6141,1845266,1845269,3,False
6141,1845593,1845593,0,False
6141,1845677,1845679,2,False
6141,1845741,1845744,3,False
6141,1845755,1845755,0,False
6141,1845822,1845822,0,False
6141,1845861,1845868,7,False
6141,1845908,1845915,7,False
6141,1846429,1846431,2,False
6146,1846505,1846506,1,False
6146,1847215,1847217,2,False
6146,1847345,1847349,4,False
6146,1847387,1847397,10,True
6146,1847416,1847421,5,False
6146,1847614,1847614,0,False
6146,1847871,1847871,0,False
6146,1847887,1847888,1,False
6146,1848011,1848016,5,False
6146,1848855,1848858,3,False
6146,1848920,1848922,2,False
6146,1849373,1849379,6,False
6146,1849403,1849407,4,False
6146,1849421,1849424,3,False
6146,1849447,1849448,1,False
6146,1849490,1849494,4,True
6146,1850088,1850095,7,False
6146,1850750,1850757,7,False
6146,1850776,1850784,8,False
6146,1850859,1850866,7,False
6146,1851166,1851175,9,False
6146,1851470,1851475,5,False
6146,1851628,1851637,9,False
6146,1851826,1851831,5,False
6146,1852032,1852033,1,False
6146,1852095,1852097,2,False
6146,1852110,1852110,0,False
6146,1852604,1852607,3,False
6146,1852740,1852743,3,False
6178,1853590,1853600,10,True
6178,1853649,1853651,2,False
6178,1853657,1853658,1,False
6178,1853873,1853881,8,False
6178,1854539,1854542,3,False
6178,1854923,1854924,1,False
6178,1855139,1855142,3,False
6191,1855598,1855608,10,False
6191,1857508,1857518,10,False
6201,1857859,1857859,0,False
6201,1857874,1857875,1,False
6201,1858098,1858105,7,False
6201,1858116,1858116,0,False
6201,1858118,1858118,0,False
6201,1858207,1858214,7,False
6201,1858357,1858357,0,False
6201,1858364,1858364,0,False
6201,1858367,1858370,3,False
6201,1858549,1858549,0,False
6201,1858774,1858776,2,False
6201,1858958,1858959,1,False
6201,1859267,1859269,2,False
6201,1859437,1859437,0,False
6201,1859509,1859510,1,False
6201,1859719,1859724,5,False
6201,1859729,1859729,0,False
6201,1859735,1859735,0,False
6201,1860040,1860043,3,True
6201,1860204,1860206,2,False
6201,1860633,1860639,6,False
6201,1860849,1860854,5,False
6201,1860914,1860924,10,False
6201,1862265,1862268,3,False
6201,1862447,1862456,9,False
6201,1862484,1862493,9,False
6201,1862500,1862500,0,False
6201,1862545,1862546,1,True
6201,1862552,1862553,1,False
6201,1862608,1862612,4,False
6201,1862627,1862628,1,False
6201,1862735,1862738,3,False
6201,1862938,1862946,8,False
6201,1863065,1863066,1,False
6201,1863944,1863945,1,False
6201,1864041,1864041,0,False
6201,1864051,1864061,10,False
6201,1864180,1864181,1,False
6201,1864409,1864409,0,False
6201,1864648,1864656,8,False
6201,1864768,1864771,3,False
6201,1864808,1864809,1,False
6201,1864944,1864945,1,False
6201,1864986,1864989,3,False
6201,1865120,1865120,0,False
6201,1865319,1865322,3,False
6203,1866296,1866303,7,False
6203,1866776,1866776,0,False
6203,1867037,1867037,0,False
6203,1867471,1867473,2,False
6203,1867727,1867729,2,False
6203,1867834,1867834,0,False
6203,1867925,1867931,6,False
6203,1868082,1868082,0,False
6203,1868110,1868120,10,False
6203,1868266,1868266,0,False
6203,1868403,1868411,8,False
6203,1868668,1868674,6,False
6203,1868732,1868732,0,False
6203,1870035,1870037,2,False
6203,1870614,1870614,0,False
6203,1870630,1870635,5,True
6203,1871152,1871152,0,False
6203,1871178,1871178,0,False
6203,1872086,1872089,3,False
6203,1872355,1872356,1,False
6203,1872538,1872539,1,False
6203,1872830,1872831,1,False
6203,1872875,1872883,8,False
6203,1873069,1873069,0,False
6203,1873229,1873230,1,False
6203,1873235,1873237,2,False
6208,1873469,1873472,3,False
6208,1873718,1873718,0,False
6208,1874301,1874302,1,False
6208,1874518,1874525,7,False
6208,1875264,1875273,9,False
6208,1875612,1875621,9,False
6208,1876049,1876052,3,False
6208,1876058,1876065,7,False
6208,1876138,1876144,6,False
6208,1876921,1876928,7,False
6208,1877409,1877412,3,False
6208,1877707,1877712,5,False
6208,1877799,1877799,0,True
6208,1877830,1877834,4,False
6208,1878480,1878486,6,False
6208,1878681,1878684,3,False
6208,1878860,1878860,0,False
6208,1879079,1879087,8,False
6208,1879716,1879725,9,False
6208,1880288,1880296,8,False
