pair,n_both_all,diff_ret3_all,diff_win_all,quarters_eval,ret_positive_quarters,win_positive_quarters,ret_positive_ratio,win_positive_ratio,mean_diff_ret3_q,mean_diff_win_q,worst_diff_ret3_q,best_diff_ret3_q
bull_marubozu+bull_engulfing,316,0.0015079499127842455,0.018463562256433308,4,3,2,0.75,0.5,0.009368243882415469,0.025923372745384393,-0.013810297932513219,0.030755969504691394
bear_marubozu+sakata_bearish,338,-0.005987454193874968,-0.0021735229142214596,6,4,3,0.6666666666666666,0.5,0.006112356049658572,0.04509884116099328,-0.02615176031883054,0.024762413849552786
bear_marubozu+evening_star,271,-0.007312062170042238,0.005450763848981133,5,3,2,0.6,0.4,0.0013455321930306685,0.03276003773721907,-0.02593280482356533,0.030654911161446682
evening_star+sakata_bearish,1034,0.0002589116235663033,0.018013300983636737,22,13,12,0.5909090909090909,0.5454545454545454,0.0023075334119217494,0.01150460377288376,-0.026412847484294552,0.043128453007332895
bear_marubozu+bear_engulfing,311,-0.005269422056394767,0.011824308385770865,3,1,2,0.3333333333333333,0.6666666666666666,-0.012070473018602685,0.025601577238413165,-0.04080326573373501,0.014419563616625386
morning_star+sakata_bullish,780,0.0017259878625260905,0.03135581935522913,19,6,11,0.3157894736842105,0.5789473684210527,-0.0027523767658737346,0.01215356126309084,-0.04348695128564584,0.1262575622913543
bull_marubozu+sakata_bullish,258,-0.0029157964432273073,-0.008221571915554504,3,0,3,0.0,1.0,-0.022518952438133677,0.027344199336167125,-0.033794291217614375,-0.013688766956818366
bull_marubozu+morning_star,238,-0.0021592533017936455,-0.0029937104141385396,2,0,1,0.0,0.5,-0.019146715331178565,0.013506116446356076,-0.021288248686077108,-0.017005181976280023
