asof_date,phase,phase_date,slot,action,selected_code,selected_tier,selected_bucket,selected_name,selected_sector,selected_live_score,selected_p_up,selected_ev20_net,selected_turnover20,replaced_primary_code,replaced_primary_reasons
2026-02-26,1,2026-03-02,1,keep_primary,7003,primary,primary,三井E&S(三井造船),機械,0.7687154891863143,0.4827162982794297,0.02994050147133226,56396002.85,,
2026-02-26,1,2026-03-02,2,replace_primary,6324,strict,strict_plus_first,ハーモニックドライブ,機械,0.6313563004517033,0.5052569615055325,0.00012604978586526006,5999934.25,5711,p_up_below_0.47|turnover20_below_12000000
2026-02-26,1,2026-03-02,3,replace_primary,5802,strict_plus,strict_plus_first,住友電気工業,非鉄金属,0.6367092166720386,0.4568742050800943,0.019393670888647387,83121726.25,1942,p_up_below_0.47
2026-02-26,1,2026-03-02,4,keep_primary,3436,primary,primary,SUMCO,金属製品,0.6289409878122741,0.4967872461389098,0.0175736296799189,13479426.725,,
