pattern,n_flag_in_strong,n_nonflag_in_strong,avg_ret3_flag_in_strong,avg_ret3_nonflag_in_strong,diff_ret3_in_strong,win3_flag_in_strong,win3_nonflag_in_strong,diff_win3_in_strong
bull_engulfing,2094,323008,0.0332442912838289,0.02681553656227,0.0064287547215589,0.5515759312320917,0.5279126213592233,0.0236633098728683
sakata_bullish,2189,322913,0.0275843977061969,0.0268520131839696,0.0007323845222272,0.5500228414801279,0.5279161879515535,0.0221066535285744
