pattern,n,hit10_20d,hit5_10d,avg_ret20,win20,adverse5_high_ge_5pct,adverse10_high_ge_5pct,adverse20_high_ge_5pct
R1_model_consensus,11896,0.7150302622730329,0.8111129791526563,0.022868134672434655,0.6271856086079355,0.21998991257565567,0.3012777404169469,0.4390551445864156
R2_consensus_plus_extension,336,0.7559523809523809,0.7946428571428571,0.02862425168076271,0.6994047619047619,0.3869047619047619,0.43452380952380953,0.5178571428571429
R3_countertrend_upper_band,374,0.6978609625668449,0.8155080213903744,0.009300759012676473,0.7005347593582888,0.28342245989304815,0.3181818181818182,0.4090909090909091
R6_overheat_then_turn,2695,0.4352504638218924,0.5729128014842301,-0.03714861123100687,0.46641929499072354,0.4920222634508349,0.6170686456400742,0.726530612244898
baseline,155479,0.18062246348381453,0.27066677815010387,-0.025381143586113163,0.39933367207146947,0.2429781513902199,0.4063957190360113,0.5795573678760476
