code,signal_dt,entry_dt,window,box_max_pct,box_low,box_high,box_pct,ma20_signal,ma60_signal,entry_price,hz3_box_break_hit,hz3_ma60_break_hit,hz3_ret_close,hz3_ret_best,hz3_ret_worst,hz3_ret_to_box_break,hz3_months_to_box_break,hz6_box_break_hit,hz6_ma60_break_hit,hz6_ret_close,hz6_ret_best,hz6_ret_worst,hz6_ret_to_box_break,hz6_months_to_box_break,hz12_box_break_hit,hz12_ma60_break_hit,hz12_ret_close,hz12_ret_best,hz12_ret_worst,hz12_ret_to_box_break,hz12_months_to_box_break
2806,2011-10-01,2011-11-01,6,0.2,1315.0,1449.0,0.09696092619392185,1426.8,1441.1833333333334,1438.0,1,1,0.039638386648122394,0.07093184979137691,-0.06815020862308763,0.07093184979137691,2.0,1,1,0.07093184979137691,0.08484005563282336,-0.06815020862308763,0.07093184979137691,2.0,1,1,0.043115438108484005,0.08484005563282336,-0.06815020862308763,0.07093184979137691,2.0
2809,2004-11-01,2004-12-01,6,0.2,893.0,953.0,0.06500541711809317,910.2,949.35,900.0,0,0,0.051111111111111114,0.057777777777777775,-0.05555555555555555,,,1,0,0.05,0.07222222222222222,-0.05555555555555555,0.044444444444444446,4.0,1,1,0.13111111111111112,0.22555555555555556,-0.05555555555555555,0.044444444444444446,4.0
2809,2004-12-01,2005-01-01,6,0.2,850.0,953.0,0.11425402107598447,906.75,952.9,892.0,1,0,0.053811659192825115,0.08183856502242152,-0.010089686098654708,0.053811659192825115,3.0,1,0,0.03923766816143498,0.08183856502242152,-0.010089686098654708,0.053811659192825115,3.0,1,1,0.17825112107623317,0.2365470852017937,-0.010089686098654708,0.053811659192825115,3.0
2809,2005-07-01,2005-08-01,6,0.2,905.0,965.0,0.06417112299465241,916.95,967.4166666666666,926.0,1,1,0.11987041036717062,0.19114470842332612,-0.020518358531317494,0.047516198704103674,1.0,1,1,0.1101511879049676,0.19114470842332612,-0.020518358531317494,0.047516198704103674,1.0,1,1,0.11663066954643629,0.3369330453563715,-0.020518358531317494,0.047516198704103674,1.0
2809,2005-08-01,2005-09-01,6,0.2,905.0,977.0,0.0765143464399575,920.95,968.5833333333334,974.0,1,1,0.045174537987679675,0.1324435318275154,-0.018480492813141684,0.11498973305954825,1.0,1,1,0.13963039014373715,0.14168377823408623,-0.018480492813141684,0.11498973305954825,1.0,1,1,0.10882956878850103,0.27104722792607805,-0.018480492813141684,0.11498973305954825,1.0
2809,2010-12-01,2011-01-01,6,0.2,1006.0,1109.0,0.09739952718676123,1014.4,1056.05,1038.0,0,0,-0.03275529865125241,0.018304431599229287,-0.16473988439306358,,,0,0,-0.014450867052023121,0.018304431599229287,-0.16473988439306358,,,1,1,0.05491329479768786,0.08959537572254335,-0.16473988439306358,0.0838150289017341,9.0
2809,2011-01-01,2011-02-01,6,0.2,1001.0,1109.0,0.1023696682464455,1017.2,1055.7666666666667,1015.0,0,0,-0.04532019704433497,0.041379310344827586,-0.1458128078817734,,,0,1,0.030541871921182268,0.054187192118226604,-0.1458128078817734,,,1,1,0.1123152709359606,0.12610837438423644,-0.1458128078817734,0.10837438423645321,8.0
2809,2011-02-01,2011-03-01,6,0.2,1001.0,1109.0,0.1023696682464455,1018.95,1054.5833333333333,1037.0,0,0,-0.048216007714561235,0.019286403085824494,-0.16393442622950818,,,0,1,0.008678881388621022,0.03182256509161042,-0.16393442622950818,,,1,1,0.08003857280617165,0.1128254580520733,-0.16393442622950818,0.08486017357762778,7.0
2811,2003-11-01,2003-12-01,6,0.2,886.0,990.0,0.11087420042643924,895.95,992.5833333333334,908.0,1,1,0.10022026431718062,0.1013215859030837,-0.0022026431718061676,0.10022026431718062,3.0,1,1,0.11343612334801761,0.1486784140969163,-0.0022026431718061676,0.10022026431718062,3.0,1,1,0.1905286343612335,0.2356828193832599,-0.0022026431718061676,0.10022026431718062,3.0
2811,2012-05-01,2012-06-01,6,0.2,1490.0,1663.0,0.10973675864256265,1506.75,1610.1666666666667,1537.0,1,1,0.15484710474951205,0.1646063760572544,-0.01756668835393624,0.13142485361093037,2.0,1,1,0.06961613532856213,0.1704619388418998,-0.01756668835393624,0.13142485361093037,2.0,1,1,0.10735198438516591,0.22316200390370852,-0.01756668835393624,0.13142485361093037,2.0
2811,2022-09-01,2022-10-01,6,0.2,2941.0,3445.0,0.15784528656435953,3057.8,3159.8333333333335,3010.0,0,0,0.014950166112956811,0.04318936877076412,-0.04784053156146179,,,0,1,0.026578073089700997,0.05647840531561462,-0.04784053156146179,,,1,1,0.07807308970099668,0.19102990033222592,-0.04784053156146179,0.08803986710963455,8.0
2811,2022-10-01,2022-11-01,6,0.2,2866.0,3445.0,0.18348914593566787,3047.75,3146.5666666666666,2991.0,0,1,0.059846205282514206,0.06318956870611836,-0.04012036108324975,,,0,1,0.10330992978936811,0.10330992978936811,-0.04012036108324975,,,1,1,0.048144433299899696,0.19859578736208625,-0.04012036108324975,0.09495152123035774,7.0
2811,2022-11-01,2022-12-01,6,0.2,2866.0,3445.0,0.18348914593566787,3024.5,3127.983333333333,3045.0,0,1,-0.011494252873563218,0.04433497536945813,-0.04630541871921182,,,1,1,0.0755336617405583,0.17733990147783252,-0.04630541871921182,0.0755336617405583,6.0,1,1,0.04334975369458128,0.17733990147783252,-0.04630541871921182,0.0755336617405583,6.0
2871,2012-05-01,2012-06-01,6,0.2,342.0,403.0,0.16375838926174496,361.15,406.18333333333334,347.0,1,1,0.1844380403458213,0.21902017291066284,-0.011527377521613832,0.1844380403458213,3.0,1,1,0.2881844380403458,0.30835734870317005,-0.011527377521613832,0.1844380403458213,3.0,1,1,0.45244956772334294,0.7348703170028819,-0.011527377521613832,0.1844380403458213,3.0
2871,2012-06-01,2012-07-01,6,0.2,342.0,403.0,0.16375838926174496,363.15,402.1166666666667,390.0,1,1,0.09487179487179487,0.11025641025641025,-0.023076923076923078,0.05384615384615385,2.0,1,1,0.15384615384615385,0.1641025641025641,-0.023076923076923078,0.05384615384615385,2.0,1,1,0.31794871794871793,0.5435897435897435,-0.023076923076923078,0.05384615384615385,2.0
2897,2012-02-01,2012-03-01,6,0.2,964.0,1065.0,0.09955643173977329,986.7666778564455,1088.3944722493504,1025.0,0,0,-0.06926829268292684,0.024390243902439025,-0.07837396389100587,,,0,0,-0.016260122903960974,0.024390243902439025,-0.08162597656249955,,,1,1,0.19837402343750243,0.2097560975609756,-0.08162597656249955,0.0569106088033561,9.0
2897,2012-05-01,2012-06-01,6,0.2,944.666687011719,1050.0,0.10561495178533772,985.6166809082035,1064.794473266603,949.0,0,0,0.06252199580973657,0.08710932354781876,-0.00807863643473345,,,1,1,0.14155255429234984,0.14155255429234984,-0.00807863643473345,0.14155255429234984,6.0,1,1,0.3698630136986301,0.6508606407237935,-0.00807863643473345,0.14155255429234984,6.0
2897,2012-06-01,2012-07-01,6,0.2,941.333374023438,1050.0,0.10913956185749443,987.6000152587897,1058.711138916017,1011.66668701172,0,0,0.008237212013865056,0.028006569112176135,-0.036902779806418144,,,1,1,0.079077488724538,0.09060957347769034,-0.036902779806418144,0.07084021637937926,5.0,1,1,0.3228995193828455,0.5485997198094261,-0.036902779806418144,0.07084021637937926,5.0
2914,2001-09-01,2001-10-01,6,0.2,750.0,914.0,0.1971153846153846,826.1,941.1166666666667,867.0,0,0,-0.04844290657439446,0.0011534025374855825,-0.19838523644752018,,,0,0,-0.0784313725490196,0.0011534025374855825,-0.19838523644752018,,,0,0,-0.11418685121107267,0.0265282583621684,-0.19838523644752018,,
3036,2023-06-01,2023-07-01,6,0.2,1295.0,1433.0,0.10117302052785923,1342.05,1371.2666666666667,1385.0,1,1,-0.022382671480144403,0.061371841155234655,-0.04043321299638989,0.036101083032490974,1.0,1,1,-0.039711191335740074,0.061371841155234655,-0.0779783393501805,0.036101083032490974,1.0,1,1,0.1292418772563177,0.14945848375451262,-0.0779783393501805,0.036101083032490974,1.0
3036,2023-11-01,2023-12-01,6,0.2,1294.0,1470.0,0.12735166425470332,1352.4,1359.5166666666667,1325.0,0,1,0.08452830188679246,0.08679245283018867,-0.036226415094339624,,,1,1,0.09735849056603774,0.1290566037735849,-0.036226415094339624,0.10415094339622641,4.0,1,1,0.10264150943396226,0.20150943396226415,-0.07245283018867925,0.10415094339622641,4.0
3036,2023-12-01,2024-01-01,6,0.2,1277.0,1470.0,0.14051692755733527,1348.35,1363.5666666666666,1338.0,1,1,0.09342301943198804,0.11808669656203288,-0.011210762331838564,0.09342301943198804,3.0,1,1,0.16890881913303438,0.1898355754857997,-0.011210762331838564,0.09342301943198804,3.0,1,1,0.14275037369207771,0.1898355754857997,-0.08146487294469357,0.09342301943198804,3.0
3173,2021-05-01,2021-06-01,6,0.2,710.0,863.0,0.19453273998728543,759.85,833.0166666666667,747.0,0,0,-0.040160642570281124,0.04417670682730924,-0.05220883534136546,,,0,0,-0.03480589022757698,0.04417670682730924,-0.05220883534136546,,,0,0,-0.020080321285140562,0.04417670682730924,-0.05220883534136546,,
3173,2021-07-01,2021-08-01,6,0.2,710.0,833.0,0.1594296824368114,750.45,831.1166666666667,743.0,0,0,-0.013458950201884253,0.006729475100942127,-0.047106325706594884,,,0,0,-0.016150740242261104,0.02288021534320323,-0.047106325706594884,,,0,0,-0.018842530282637954,0.02288021534320323,-0.047106325706594884,,
