code,signal_dt,entry_dt,window,box_max_pct,box_low,box_high,box_pct,ma20_signal,ma60_signal,entry_price,hz3_box_break_hit,hz3_ma60_break_hit,hz3_ret_close,hz3_ret_best,hz3_ret_worst,hz3_ret_to_box_break,hz3_months_to_box_break,hz6_box_break_hit,hz6_ma60_break_hit,hz6_ret_close,hz6_ret_best,hz6_ret_worst,hz6_ret_to_box_break,hz6_months_to_box_break,hz12_box_break_hit,hz12_ma60_break_hit,hz12_ret_close,hz12_ret_best,hz12_ret_worst,hz12_ret_to_box_break,hz12_months_to_box_break
3173,2021-08-01,2021-09-01,6,0.2,708.0,833.0,0.16223231667748214,743.7,831.5166666666667,720.0,0,0,0.001388888888888889,0.03888888888888889,-0.004166666666666667,,,0,0,0.019444444444444445,0.05555555555555555,-0.016666666666666666,,,0,0,0.001388888888888889,0.05555555555555555,-0.016666666666666666,,
3197,2022-08-01,2022-09-01,6,0.2,1489.0,1687.0,0.12468513853904283,1566.05,1669.7833333333333,1524.0,0,0,0.047244094488188976,0.07545931758530183,-0.024278215223097113,,,0,0,0.045931758530183726,0.07545931758530183,-0.024278215223097113,,,1,1,0.33694225721784776,0.3746719160104987,-0.024278215223097113,0.13517060367454067,7.0
3197,2022-09-01,2022-10-01,6,0.2,1487.0,1687.0,0.1260239445494644,1557.45,1667.7833333333333,1536.0,0,0,-0.005859375,0.06705729166666667,-0.022135416666666668,,,1,1,0.12630208333333334,0.13151041666666666,-0.0234375,0.12630208333333334,6.0,1,1,0.3310546875,0.3639322916666667,-0.0234375,0.12630208333333334,6.0
3197,2023-01-01,2023-02-01,6,0.2,1487.0,1639.0,0.09724888035828536,1546.8,1663.4833333333333,1551.0,1,1,0.1760154738878143,0.18439716312056736,-0.015473887814313346,0.1154094132817537,2.0,1,1,0.18633139909735655,0.27014829142488717,-0.015473887814313346,0.1154094132817537,2.0,1,1,0.5535138620245004,0.6386202450032237,-0.015473887814313346,0.1154094132817537,2.0
3234,2018-11-01,2018-12-01,6,0.2,136200.0,146100.0,0.07013815090329437,139135.0,149076.66666666666,140900.0,1,0,0.008516678495386799,0.03761533002129169,-0.058907026259758695,0.008516678495386799,3.0,1,0,0.06103619588360539,0.08445706174591909,-0.058907026259758695,0.008516678495386799,3.0,1,1,0.2590489709013485,0.30518097941802697,-0.058907026259758695,0.008516678495386799,3.0
3234,2018-12-01,2019-01-01,6,0.2,132600.0,145000.0,0.0893371757925072,138800.0,149051.66666666666,139400.0,1,0,0.06743185078909612,0.08393113342898136,-0.02295552367288379,0.036585365853658534,1.0,1,1,0.09469153515064563,0.10975609756097561,-0.02295552367288379,0.036585365853658534,1.0,1,1,0.29483500717360117,0.31922525107604016,-0.02295552367288379,0.036585365853658534,1.0
3234,2023-08-01,2023-09-01,6,0.2,142000.0,155200.0,0.08882907133243607,151230.0,151643.33333333334,146500.0,0,0,-0.040273037542662114,0.015699658703071672,-0.05802047781569966,,,0,0,-0.10511945392491467,0.015699658703071672,-0.12559726962457338,,,0,0,-0.11399317406143344,0.015699658703071672,-0.17747440273037543,,
3293,2021-11-01,2021-12-01,6,0.2,730.5,781.5,0.06746031746031746,721.3,797.0416666666666,736.0,0,0,0.01154891304347826,0.03804347826086957,-0.014945652173913044,,,0,0,-0.025815217391304348,0.03804347826086957,-0.04891304347826087,,,0,0,0.008152173913043478,0.04619565217391304,-0.050271739130434784,,
3293,2021-12-01,2022-01-01,6,0.2,730.5,781.5,0.06746031746031746,726.45,795.7,751.0,0,0,-0.017310252996005325,0.017310252996005325,-0.06657789613848203,,,0,0,-0.03462050599201065,0.017310252996005325,-0.0692410119840213,,,0,0,-0.0039946737683089215,0.02529960053262317,-0.0692410119840213,,
3293,2022-01-01,2022-02-01,6,0.2,725.0,781.5,0.07500829737802854,731.325,794.15,748.5,0,0,-0.0447561790247161,0.018704074816299265,-0.06479625918503674,,,0,0,-0.032732130928523714,0.018704074816299265,-0.06613226452905811,,,0,1,0.026052104208416832,0.028724114896459586,-0.06613226452905811,,
3293,2022-03-01,2022-04-01,6,0.2,701.0,780.5,0.10732365845426932,737.825,790.2916666666666,723.0,0,0,0.0027662517289073307,0.027662517289073305,-0.03319502074688797,,,0,0,0.0013831258644536654,0.059474412171507604,-0.03319502074688797,,,0,1,0.034578146611341634,0.07883817427385892,-0.03319502074688797,,
3293,2022-04-01,2022-05-01,6,0.2,700.0,774.0,0.10040705563093623,739.625,788.2083333333334,715.0,0,0,0.012587412587412588,0.01818181818181818,-0.022377622377622378,,,0,0,0.022377622377622378,0.07132867132867132,-0.022377622377622378,,,1,1,0.046153846153846156,0.09090909090909091,-0.022377622377622378,0.046153846153846156,11.0
3293,2023-06-01,2023-07-01,6,0.2,736.0,780.0,0.05804749340369393,741.3,756.7833333333333,750.0,1,1,0.029333333333333333,0.05333333333333334,-0.006666666666666667,0.029333333333333333,3.0,1,1,0.0026666666666666666,0.05333333333333334,-0.025333333333333333,0.029333333333333333,3.0,1,1,0.042666666666666665,0.05333333333333334,-0.025333333333333333,0.029333333333333333,3.0
3293,2023-08-01,2023-09-01,6,0.2,738.0,780.0,0.05533596837944664,742.95,754.0666666666667,755.0,1,1,-0.006622516556291391,0.046357615894039736,-0.031788079470198675,0.022516556291390728,1.0,1,1,0.022516556291390728,0.046357615894039736,-0.031788079470198675,0.022516556291390728,1.0,1,1,-0.02384105960264901,0.046357615894039736,-0.10463576158940398,0.022516556291390728,1.0
3293,2023-11-01,2023-12-01,6,0.2,731.0,790.0,0.07758053911900066,745.5,750.8166666666667,744.0,0,1,0.03763440860215054,0.04435483870967742,-0.004032258064516129,,,0,1,0.033602150537634407,0.06182795698924731,-0.004032258064516129,,,0,1,-0.006720430107526882,0.06182795698924731,-0.0913978494623656,,
3295,2022-02-01,2022-03-01,6,0.2,153100.0,185100.0,0.18923713778829096,163060.0,169448.33333333334,156300.0,0,0,0.037108125399872044,0.0927703134996801,-0.030070377479206652,,,0,0,0.062060140754958415,0.0927703134996801,-0.030070377479206652,,,0,1,-0.02431222008957134,0.12859884836852206,-0.035188739603326934,,
3295,2022-03-01,2022-04-01,6,0.2,151600.0,180200.0,0.1723930078360458,165145.0,169148.33333333334,166800.0,0,0,-0.04196642685851319,0.023980815347721823,-0.07913669064748201,,,0,0,-0.0077937649880095924,0.039568345323741004,-0.07913669064748201,,,0,1,-0.10311750599520383,0.05755395683453238,-0.1366906474820144,,
3295,2023-10-01,2023-11-01,6,0.2,150500.0,167800.0,0.10870248193528118,161660.0,166881.66666666666,154400.0,0,0,0.005829015544041451,0.027202072538860103,-0.06606217616580311,,,0,0,-0.02266839378238342,0.027202072538860103,-0.08354922279792747,,,0,0,-0.14507772020725387,0.027202072538860103,-0.1560880829015544,,
3309,2025-06-01,2025-07-01,6,0.2,74300.0,81100.0,0.08751608751608751,78305.0,80268.33333333333,76000.0,1,1,0.04736842105263158,0.07763157894736843,-0.013157894736842105,0.06315789473684211,2.0,1,1,0.18421052631578946,0.18947368421052632,-0.013157894736842105,0.06315789473684211,2.0,1,1,0.21052631578947367,0.22894736842105262,-0.013157894736842105,0.06315789473684211,2.0
3309,2025-07-01,2025-08-01,6,0.2,74300.0,81100.0,0.08751608751608751,77995.0,80425.0,78600.0,1,1,0.008905852417302799,0.054707379134860054,-0.003816793893129771,0.027989821882951654,1.0,1,1,0.15521628498727735,0.18193384223918574,-0.01272264631043257,0.027989821882951654,1.0,1,1,0.17048346055979643,0.18829516539440203,-0.01272264631043257,0.027989821882951654,1.0
3401,2014-05-01,2014-06-01,6,0.2,1110.0,1345.0,0.19144602851323828,1115.5,1337.0,1160.0,0,0,0.09913793103448276,0.15517241379310345,-0.017241379310344827,,,1,1,0.3879310344827586,0.43103448275862066,-0.017241379310344827,0.14224137931034483,4.0,1,1,0.9956896551724138,1.0517241379310345,-0.017241379310344827,0.14224137931034483,4.0
3401,2021-05-01,2021-06-01,6,0.2,1722.0,2076.0,0.18641390205371247,1820.8,1988.2333333333333,1769.0,0,0,-0.10514414923685698,0.03278688524590164,-0.12662521198417184,,,0,0,-0.2645562464669305,0.03278688524590164,-0.2645562464669305,,,0,0,-0.2509892594686263,0.03278688524590164,-0.2928208027133974,,
3402,2011-09-01,2011-10-01,6,0.2,511.0,624.0,0.19911894273127753,528.3,611.05,537.0,0,0,0.0260707635009311,0.09124767225325885,-0.035381750465549346,,,1,1,0.14338919925512103,0.1750465549348231,-0.035381750465549346,0.14338919925512103,6.0,1,1,-0.13966480446927373,0.1750465549348231,-0.14711359404096835,0.14338919925512103,6.0
3402,2022-02-01,2022-03-01,6,0.2,636.0,765.5,0.18480199785943632,645.7600143432618,777.4150115966798,666.0,0,0,0.0004504321215750411,0.020870907528623056,-0.17342342342342343,,,1,1,0.19954958620730173,0.22792790959905251,-0.17342342342342343,0.14294296127181835,4.0,1,1,0.16996998829884538,0.2540540723829295,-0.17342342342342343,0.14294296127181835,4.0
3405,2004-05-01,2004-06-01,6,0.2,770.0,929.0,0.18716892289582107,783.2,899.9,822.0,0,1,-0.0024330900243309003,0.08880778588807786,-0.0072992700729927005,,,0,1,0.032846715328467155,0.08880778588807786,-0.010948905109489052,,,1,1,0.17396593673965938,0.23357664233576642,-0.010948905109489052,0.16058394160583941,8.0
3407,2021-11-01,2021-12-01,6,0.2,1068.0,1295.0,0.19212865002115953,1045.435006713867,1174.2150024414063,1065.5,0,0,0.011262318160488035,0.0994838104176443,-0.01689347724073205,,,0,0,-0.02111684655091506,0.0994838104176443,-0.11159076807030129,,,0,0,-0.04364148287189113,0.0994838104176443,-0.12060065696855936,,
3407,2021-12-01,2022-01-01,6,0.2,1062.5,1286.0,0.1903342559080264,1061.2350067138673,1175.2400024414062,1097.0,0,0,-0.031449407474931634,0.06791248860528715,-0.13710115166718873,,,0,0,-0.05560619872379216,0.06791248860528715,-0.13710115166718873,,,0,0,-0.141841363341784,0.06791248860528715,-0.14585232452142205,,
3407,2022-01-01,2022-02-01,6,0.2,1062.5,1286.0,0.1903342559080264,1074.7850067138672,1176.3400024414063,1102.0,0,0,-0.027676950998185117,0.06306715063520871,-0.14101630070681126,,,0,0,-0.03312159709618875,0.06306715063520871,-0.14101630070681126,,,0,0,-0.10852992339921692,0.06306715063520871,-0.16225044264334754,,
3548,2022-02-01,2022-03-01,6,0.2,786.0,916.0,0.15276145710928318,764.5,905.5166666666667,805.0,0,0,0.009937888198757764,0.012422360248447204,-0.11801242236024845,,,0,0,-0.013664596273291925,0.043478260869565216,-0.11801242236024845,,,0,0,-0.012422360248447204,0.0670807453416149,-0.11801242236024845,,
3548,2025-11-01,2025-12-01,6,0.2,737.0,813.0,0.09806451612903226,768.8,798.4833333333333,770.0,0,0,0.04025974025974026,0.045454545454545456,-0.02207792207792208,,,0,0,0.04025974025974026,0.045454545454545456,-0.02207792207792208,,,0,0,0.04025974025974026,0.045454545454545456,-0.02207792207792208,,
3563,2024-05-01,2024-06-01,6,0.2,2755.0,3294.0,0.17821127459084146,2887.175,3040.233333333333,2855.0,0,0,-0.050437828371278456,0.0017513134851138354,-0.29492119089316987,,,1,1,0.2052539404553415,0.20665499124343256,-0.29492119089316987,0.2052539404553415,6.0,1,1,1.1667250437828371,1.2178633975481612,-0.29492119089316987,0.2052539404553415,6.0
3834,2024-08-01,2024-09-01,6,0.2,581.0,696.0,0.18010963194988253,628.2,701.0166666666667,678.0,0,0,-0.084070796460177,0.0014749262536873156,-0.08997050147492626,,,0,0,-0.01327433628318584,0.011799410029498525,-0.08997050147492626,,,1,1,0.035398230088495575,0.051622418879056046,-0.08997050147492626,-0.0014749262536873156,7.0
3834,2025-04-01,2025-05-01,6,0.2,617.0,711.0,0.14156626506024098,646.05,694.5666666666667,690.0,0,1,-0.007246376811594203,0.021739130434782608,-0.05217391304347826,,,1,1,0.01884057971014493,0.05217391304347826,-0.05217391304347826,0.017391304347826087,4.0,1,1,0.02318840579710145,0.05217391304347826,-0.05217391304347826,0.017391304347826087,4.0
3861,2012-02-01,2012-03-01,6,0.2,366.0,440.0,0.18362282878411912,390.3,446.4,406.0,0,0,-0.270935960591133,0.05665024630541872,-0.29310344827586204,,,0,0,-0.39655172413793105,0.05665024630541872,-0.4039408866995074,,,0,0,-0.13054187192118227,0.05665024630541872,-0.47783251231527096,,
3861,2022-03-01,2022-04-01,6,0.2,518.0,628.0,0.19197207678883071,583.65,610.6333333333333,597.0,1,1,-0.01507537688442211,0.06030150753768844,-0.09380234505862646,0.031825795644891124,1.0,1,1,-0.09882747068676717,0.06030150753768844,-0.11557788944723618,0.031825795644891124,1.0,1,1,-0.12227805695142378,0.06030150753768844,-0.1407035175879397,0.031825795644891124,1.0
3864,2004-10-01,2004-11-01,6,0.2,1530.0,1810.0,0.16766467065868262,1605.5,1788.3333333333333,1590.0,0,0,-0.006289308176100629,0.031446540880503145,-0.06918238993710692,,,0,0,0.06289308176100629,0.11949685534591195,-0.06918238993710692,,,1,1,0.27044025157232704,0.5094339622641509,-0.11949685534591195,0.14465408805031446,11.0
3864,2004-12-01,2005-01-01,6,0.2,1480.0,1760.0,0.1728395061728395,1632.0,1791.5,1560.0,1,0,0.08333333333333333,0.14102564102564102,-0.00641025641025641,0.08333333333333333,3.0,1,0,-0.057692307692307696,0.14102564102564102,-0.10256410256410256,0.08333333333333333,3.0,1,1,0.6987179487179487,0.7884615384615384,-0.10256410256410256,0.08333333333333333,3.0
3941,2012-02-01,2012-03-01,6,0.2,514.0,600.0,0.15439856373429084,540.15,594.7666666666667,573.0,1,0,-0.08376963350785341,0.08027923211169284,-0.10471204188481675,0.0,1.0,1,0,-0.3542757417102967,0.08027923211169284,-0.3612565445026178,0.0,1.0,1,0,-0.21291448516579406,0.08027923211169284,-0.4572425828970332,0.0,1.0
3941,2012-05-01,2012-06-01,6,0.2,513.0,619.0,0.1872791519434629,541.3,590.7333333333333,518.0,0,0,-0.2857142857142857,0.005791505791505791,-0.29343629343629346,,,0,0,-0.1718146718146718,0.005791505791505791,-0.3996138996138996,,,0,0,-0.023166023166023165,0.1640926640926641,-0.3996138996138996,,
4043,2003-11-01,2003-12-01,6,0.2,1825.0,2180.0,0.1772784019975031,1906.75,2127.75,1850.0,0,0,0.10270270270270271,0.16216216216216217,0.0,,,1,1,0.27297297297297296,0.3054054054054054,0.0,0.22972972972972974,4.0,1,1,0.5918918918918918,0.6027027027027027,0.0,0.22972972972972974,4.0
4063,2005-04-01,2005-05-01,6,0.2,742.0,868.0,0.1565217391304348,819.8,866.6333333333333,766.0,1,0,0.1122715404699739,0.14360313315926893,-0.013054830287206266,0.1122715404699739,3.0,1,1,0.4464751958224543,0.4464751958224543,-0.013054830287206266,0.1122715404699739,3.0,1,1,0.7180156657963447,0.8381201044386423,-0.013054830287206266,0.1122715404699739,3.0
4088,2010-02-01,2010-03-01,6,0.2,996.0,1185.0,0.1733149931224209,1000.5,1091.85,1044.0,0,0,-0.022988505747126436,0.05268199233716475,-0.09291187739463602,,,0,0,-0.10440613026819924,0.05268199233716475,-0.13409961685823754,,,0,0,0.03639846743295019,0.08524904214559387,-0.13409961685823754,,
4088,2010-07-01,2010-08-01,6,0.2,937.0,1103.0,0.1627450980392157,980.0,1108.5,942.0,0,0,-0.0031847133757961785,0.09023354564755838,-0.040339702760084924,,,0,0,0.14331210191082802,0.1624203821656051,-0.040339702760084924,,,1,0,-0.006369426751592357,0.20276008492569003,-0.06581740976645435,0.14861995753715498,7.0
4088,2022-02-01,2022-03-01,6,0.2,1616.0,1921.0,0.1724625388747526,1693.2,1830.3333333333333,1683.0,0,0,0.0374331550802139,0.0748663101604278,-0.10635769459298872,,,0,0,0.0398098633392751,0.09387997623291741,-0.10635769459298872,,,0,0,-0.027332144979203804,0.09387997623291741,-0.10635769459298872,,
4088,2022-10-01,2022-11-01,6,0.2,1619.0,1841.0,0.1283236994219653,1744.8,1782.5333333333333,1671.0,0,0,-0.052663076002393776,0.0047875523638539795,-0.09994015559545183,,,0,0,0.024536205864751647,0.05206463195691203,-0.09994015559545183,,,1,1,0.13494913225613406,0.21244763614602036,-0.09994015559545183,0.09575104727707959,7.0
4114,2023-03-01,2023-04-01,6,0.2,1248.75,1497.5,0.18115612198452435,1358.625,1535.0,1335.0,0,0,0.0056179775280898875,0.048314606741573035,-0.03745318352059925,,,0,0,0.016853932584269662,0.0947565543071161,-0.03745318352059925,,,1,1,0.09812734082397004,0.13595505617977527,-0.03745318352059925,0.09812734082397004,12.0
4114,2023-11-01,2023-12-01,6,0.2,1287.5,1461.5,0.12659148781375046,1347.125,1450.1666666666667,1348.25,0,0,0.04042277025774152,0.05896532542184313,-0.037085110328203226,,,1,1,0.22825885407009086,0.23011310958650102,-0.037085110328203226,0.0873354348229186,4.0,1,1,0.3473020582236232,0.4411273873539774,-0.037085110328203226,0.0873354348229186,4.0
4114,2023-12-01,2024-01-01,6,0.2,1290.25,1461.5,0.12446624875079496,1349.55,1443.6,1359.0,1,1,0.07873436350257543,0.11589403973509933,-0.006990434142752024,0.07873436350257543,3.0,1,1,0.18211920529801323,0.22737306843267108,-0.006990434142752024,0.07873436350257543,3.0,1,1,0.4091243561442237,0.4311994113318617,-0.006990434142752024,0.07873436350257543,3.0
4151,2012-04-01,2012-05-01,6,0.2,837.0,953.0,0.12960893854748604,845.25,959.8666666666667,840.0,0,0,0.039285714285714285,0.05357142857142857,-0.0988095238095238,,,1,1,0.010714285714285714,0.15476190476190477,-0.0988095238095238,0.12261904761904761,5.0,1,1,0.4226190476190476,0.444047619047619,-0.0988095238095238,0.12261904761904761,5.0
4204,2011-10-01,2011-11-01,6,0.2,608.0,728.0,0.17964071856287425,611.35,671.65,621.0,0,1,0.07568438003220612,0.10628019323671498,-0.10950080515297907,,,1,1,0.15942028985507245,0.19001610305958133,-0.10950080515297907,0.15619967793880837,5.0,1,1,0.05475040257648953,0.20450885668276972,-0.10950080515297907,0.15619967793880837,5.0
4206,2011-12-01,2012-01-01,6,0.2,997.0,1130.0,0.12505876821814763,1021.6,1046.7833333333333,1053.0,1,1,0.1282051282051282,0.14814814814814814,-0.016144349477682812,0.07122507122507123,2.0,1,1,0.13580246913580246,0.16524216524216523,-0.016144349477682812,0.07122507122507123,2.0,1,1,0.32193732193732194,0.39886039886039887,-0.016144349477682812,0.07122507122507123,2.0
4272,2022-03-01,2022-04-01,6,0.2,1039.0,1255.0,0.18831734960767219,1071.4,1266.55,1150.0,0,0,-0.04521739130434783,0.025217391304347827,-0.09826086956521739,,,1,0,0.006956521739130435,0.1208695652173913,-0.09826086956521739,0.05652173913043478,5.0,1,1,0.0408695652173913,0.1208695652173913,-0.09826086956521739,0.05652173913043478,5.0
4403,2012-05-01,2012-06-01,6,0.2,230.0,276.666687011719,0.18421059922828356,255.20000686645503,267.34445215861,246.0,0,0,0.008130081300813009,0.1246613293159308,-0.013550114825487805,,,0,0,0.013550176853085388,0.1246613293159308,-0.046070440028739834,,,1,1,0.46070464839780073,0.5636857195598333,-0.046070440028739834,0.14092149191755682,8.0
4404,2003-11-01,2003-12-01,6,0.2,1900.0,2320.0,0.1990521327014218,1970.5,2295.6666666666665,2080.0,0,0,-0.014423076923076924,0.014423076923076924,-0.0625,,,1,1,0.02403846153846154,0.16826923076923078,-0.0625,0.10096153846153846,4.0,1,1,0.04807692307692308,0.16826923076923078,-0.0625,0.10096153846153846,4.0
4452,2004-10-01,2004-11-01,6,0.2,2375.0,2765.0,0.1517509727626459,2379.25,2726.0833333333335,2445.0,0,0,-0.014314928425357873,0.09611451942740286,-0.026584867075664622,,,0,0,-0.0081799591002045,0.09611451942740286,-0.05930470347648262,,,1,1,0.13496932515337423,0.2229038854805726,-0.05930470347648262,0.14314928425357873,11.0
4452,2004-11-01,2004-12-01,6,0.2,2375.0,2765.0,0.1517509727626459,2383.5,2716.9166666666665,2470.0,0,0,0.004048582995951417,0.08502024291497975,-0.03441295546558704,,,0,0,0.018218623481781375,0.08502024291497975,-0.06882591093117409,,,1,1,0.1417004048582996,0.21052631578947367,-0.06882591093117409,0.13157894736842105,10.0
4452,2005-01-01,2005-02-01,6,0.2,2375.0,2760.0,0.14995131450827653,2416.25,2703.3333333333335,2420.0,0,0,0.002066115702479339,0.047520661157024795,-0.049586776859504134,,,0,0,0.06198347107438017,0.128099173553719,-0.049586776859504134,,,1,1,0.39669421487603307,0.4132231404958678,-0.049586776859504134,0.15495867768595042,8.0
4452,2005-04-01,2005-05-01,6,0.2,2300.0,2680.0,0.15261044176706828,2450.0,2670.4166666666665,2425.0,1,0,0.05979381443298969,0.12577319587628866,-0.010309278350515464,0.05979381443298969,3.0,1,1,0.14432989690721648,0.2329896907216495,-0.010309278350515464,0.05979381443298969,3.0,1,1,0.2618556701030928,0.41030927835051545,-0.010309278350515464,0.05979381443298969,3.0
4452,2025-04-01,2025-05-01,6,0.2,5760.0,6756.0,0.15915627996164908,6242.65,6296.05,6029.0,1,1,0.1295405539890529,0.14015591308674738,-0.010781224083595952,0.07099021396583181,2.0,1,1,0.08143970807762481,0.16221595621164372,-0.010781224083595952,0.07099021396583181,2.0,1,1,0.1212473046939791,0.16221595621164372,-0.010781224083595952,0.07099021396583181,2.0
4519,2009-11-01,2009-12-01,6,0.2,537.333374023438,647.333374023438,0.1857062337258198,569.833352661133,665.8778015136721,547.0,0,0,0.04509449179473305,0.0975015978490639,-0.028640998128998254,,,0,0,-0.017672076739601545,0.11822063439071111,-0.056672760511883,,,0,0,-0.07921995061842965,0.11822063439071111,-0.15295549633298175,,
4530,2010-10-01,2010-11-01,6,0.2,3200.0,3640.0,0.1286549707602339,3270.0,3450.25,3275.0,0,0,0.010687022900763359,0.05801526717557252,-0.0061068702290076335,,,0,0,0.02900763358778626,0.06564885496183206,-0.1801526717557252,,,1,1,-0.035114503816793895,0.1480916030534351,-0.1801526717557252,0.13587786259541984,11.0
4530,2011-01-01,2011-02-01,6,0.2,3230.0,3640.0,0.11935953420669577,3327.5,3472.25,3310.0,0,0,0.01812688821752266,0.054380664652567974,-0.18882175226586104,,,0,0,0.013595166163141994,0.07401812688821752,-0.18882175226586104,,,1,1,-0.0015105740181268882,0.13595166163141995,-0.18882175226586104,0.12386706948640483,8.0
4530,2011-02-01,2011-03-01,6,0.2,3230.0,3640.0,0.11935953420669577,3342.5,3481.0,3305.0,0,0,0.046898638426626324,0.05597579425113464,-0.1875945537065053,,,0,0,-0.01664145234493192,0.07564296520423601,-0.1875945537065053,,,1,1,0.11043872919818457,0.13767019667170954,-0.1875945537065053,0.12556732223903178,7.0
4613,2010-05-01,2010-06-01,6,0.2,664.0,800.0,0.18579234972677597,648.0,800.9166666666666,745.0,1,0,-0.06174496644295302,0.08590604026845637,-0.10201342281879194,0.026845637583892617,1.0,1,0,0.026845637583892617,0.08590604026845637,-0.10201342281879194,0.026845637583892617,1.0,1,1,-0.020134228187919462,0.20536912751677852,-0.2080536912751678,0.026845637583892617,1.0
4613,2010-08-01,2010-09-01,6,0.2,664.0,809.0,0.19687712152070605,685.25,801.4333333333333,698.0,0,0,0.09598853868194843,0.12464183381088825,-0.01862464183381089,,,1,1,0.11318051575931232,0.28653295128939826,-0.01862464183381089,0.20773638968481375,5.0,1,1,0.008595988538681949,0.28653295128939826,-0.15472779369627507,0.20773638968481375,5.0
4631,2022-01-01,2022-02-01,6,0.2,2812.0,3380.0,0.1834625322997416,2774.0,3247.0666666666666,2900.0,0,0,-0.14655172413793102,0.03793103448275862,-0.2393103448275862,,,0,0,-0.15482758620689654,0.03793103448275862,-0.2393103448275862,,,0,0,-0.17,0.03793103448275862,-0.2393103448275862,,
4631,2023-10-01,2023-11-01,6,0.2,2315.0,2820.5,0.19686495959497616,2468.175,2742.4416666666666,2400.0,1,1,0.16458333333333333,0.19166666666666668,-0.04583333333333333,0.16458333333333333,3.0,1,1,0.23145833333333332,0.28625,-0.04583333333333333,0.16458333333333333,3.0,1,1,0.3929166666666667,0.42333333333333334,-0.04583333333333333,0.16458333333333333,3.0
4661,2005-06-01,2005-07-01,6,0.2,317.5,357.0,0.11712379540400296,338.925,365.0083333333333,330.0,0,0,-0.016666666666666666,0.03484848484848485,-0.03333333333333333,,,0,0,-0.025757575757575757,0.03484848484848485,-0.048484848484848485,,,0,0,-0.024242424242424242,0.06363636363636363,-0.05454545454545454,,
4661,2006-06-01,2006-07-01,6,0.2,312.0,351.0,0.11764705882352941,334.075,348.3,319.5,0,0,0.03755868544600939,0.06416275430359937,-0.0406885758998435,,,0,0,-0.025039123630672927,0.07511737089201878,-0.07355242566510173,,,1,1,0.006259780907668232,0.12363067292644757,-0.07355242566510173,0.09702660406885759,8.0
4665,2012-05-01,2012-06-01,6,0.2,1422.0,1689.0,0.171648987463838,1546.1,1646.3666666666666,1425.0,0,0,0.09964912280701754,0.12280701754385964,-0.004912280701754386,,,0,0,0.09052631578947369,0.12280701754385964,-0.004912280701754386,,,1,1,0.24912280701754386,0.41964912280701755,-0.004912280701754386,0.22035087719298246,8.0
4665,2012-06-01,2012-07-01,6,0.2,1418.0,1689.0,0.17444480205986482,1551.25,1638.3166666666666,1520.0,0,0,0.034210526315789476,0.05263157894736842,-0.021052631578947368,,,0,0,0.026973684210526316,0.05263157894736842,-0.028289473684210528,,,1,1,0.22828947368421051,0.33092105263157895,-0.028289473684210528,0.14407894736842106,7.0
4676,2017-06-01,2017-07-01,6,0.2,1458.0,1709.0,0.15850963056520367,1416.85,1573.7333333333333,1514.0,0,1,0.05746367239101717,0.11955085865257596,-0.009907529722589167,,,1,1,0.17040951122853368,0.18163804491413474,-0.009907529722589167,0.14927344782034346,4.0,1,1,0.24966974900924702,0.33025099075297226,-0.009907529722589167,0.14927344782034346,4.0
4704,2010-02-01,2010-03-01,6,0.2,3030.0,3680.0,0.19374068554396423,3146.75,3640.25,3100.0,0,0,-0.13322580645161292,0.12903225806451613,-0.17129032258064517,,,0,0,-0.26483870967741935,0.12903225806451613,-0.3116129032258064,,,0,0,-0.1829032258064516,0.12903225806451613,-0.3116129032258064,,
4704,2010-03-01,2010-04-01,6,0.2,3030.0,3680.0,0.19374068554396423,3120.75,3617.75,3290.0,0,0,-0.26656534954407296,0.06382978723404255,-0.2741641337386018,,,0,0,-0.24285714285714285,0.06382978723404255,-0.3513677811550152,,,0,0,-0.32674772036474165,0.06382978723404255,-0.48632218844984804,,
4732,2010-11-01,2010-12-01,6,0.2,287.0,342.5,0.17633042096902304,290.575,332.4,304.5,1,1,0.08538587848932677,0.14285714285714285,-0.011494252873563218,0.08538587848932677,3.0,1,1,0.0180623973727422,0.14285714285714285,-0.090311986863711,0.08538587848932677,3.0,1,1,0.09359605911330049,0.14285714285714285,-0.090311986863711,0.08538587848932677,3.0
4784,2016-12-01,2017-01-01,6,0.2,459.0,550.0,0.18037661050545095,475.35,526.3666666666667,471.0,0,0,-0.07218683651804671,0.06157112526539278,-0.07855626326963906,,,0,0,-0.055201698513800426,0.06157112526539278,-0.08492569002123142,,,0,0,0.021231422505307854,0.08067940552016985,-0.08492569002123142,,
4784,2017-01-01,2017-02-01,6,0.2,459.0,521.0,0.12653061224489795,473.3,531.4166666666666,474.0,0,0,-0.06118143459915612,0.05485232067510549,-0.09071729957805907,,,0,0,0.0,0.05485232067510549,-0.09071729957805907,,,0,0,0.05485232067510549,0.09071729957805907,-0.09071729957805907,,
4784,2023-05-01,2023-06-01,6,0.2,422.0,496.0,0.16122004357298475,430.5,452.0833333333333,426.0,0,0,-0.03051643192488263,0.014084507042253521,-0.03990610328638498,,,0,0,-0.12910798122065728,0.014084507042253521,-0.13145539906103287,,,0,0,-0.21830985915492956,0.014084507042253521,-0.22535211267605634,,
