segment,n,mean_ret1,std_ret1,se_ret1,ci95_low,ci95_high
hanging_confirm_n1_low_break_entry_n2,429,-0.004605153865153993,0.10405274904768498,0.005023714063707643,-0.014451633430020972,0.005241325699712987
