segment,n,win_rate,avg_ret,med_ret,avg_ret_net_20bps,target_hit_rate,timeout_rate,break_exit_rate,avg_hold_months,q05_ret,q95_ret
all,41979,0.4542271135567784,-0.0010059621577113752,-0.017241379310344827,-0.0030059621577113753,0.3859310607684795,0.10707734819790848,0.506991591033612,2.562424069177446,-0.1572687986171132,0.16013327205882347
buy_bottom,20425,0.48871481028151775,0.009271116301211196,-0.004449388209121246,0.007271116301211196,0.4211995104039168,0.10614443084455324,0.47265605875153,2.6531211750306,-0.14580013805102293,0.17266257328230325
sell_top,21554,0.42154588475456994,-0.010744726541282567,-0.025059669836136386,-0.012744726541282567,0.35250997494664565,0.10796139927623644,0.5395286257771179,2.476477683956574,-0.1684048988519317,0.14714178023182953
