folds,avg_test_hit10,avg_test_stop5,avg_test_ret20,avg_baseline_hit10,avg_baseline_ret20,avg_hit10_lift
6,0.5458306203184576,0.7069739596579554,-0.03934308003814927,0.1449014144052566,-0.03355938818043436,3.8890266224342063
