strategy,n,add_rate,hit10_20d,avg_ret20,median_ret20,stop5_rate20,win20
stage1_only,845,0.0,0.6556213017751479,0.0068440647216651595,0.049203708105538424,0.5550295857988166,0.6355029585798817
stage1_plus_break_5d,845,0.3609467455621302,0.6378698224852071,-0.007133658417379945,0.035298607136042714,0.6082840236686391,0.6011834319526628
stage1_plus_break_10d,845,0.6532544378698225,0.6130177514792899,-0.019467008773760588,0.02065444783856335,0.6319526627218935,0.5727810650887574
