window,box_max_pct,n,avg_ret_close_6m,win_rate_close_6m,box_break_rate_6m,ma60_break_rate_6m,avg_best_ret_6m,avg_worst_ret_6m
4,0.15,463,0.05320521271481957,0.6609071274298056,0.6025917926565875,0.5745140388768899,0.14857599289633225,-0.07489169965278611
4,0.2,898,0.04909356236292674,0.6269487750556793,0.5256124721603563,0.5244988864142539,0.15258720320463245,-0.08958449366348951
4,0.25,1306,0.04732710391318978,0.610260336906585,0.47090352220520676,0.4885145482388974,0.16458292157101048,-0.0993622487717031
6,0.15,191,0.049748164658587536,0.6492146596858639,0.5130890052356021,0.5078534031413613,0.12659809796789834,-0.06501185059642836
6,0.2,367,0.03983599014573589,0.6212534059945504,0.4550408719346049,0.45231607629427795,0.1269657755527477,-0.07934793938231713
6,0.25,610,0.04558551992259865,0.6131147540983607,0.4163934426229508,0.4360655737704918,0.14555750697484635,-0.09073251119101218
8,0.15,120,0.03818448444491474,0.55,0.38333333333333336,0.43333333333333335,0.10843124281153166,-0.05874122373309354
8,0.2,245,0.034335363397370124,0.5673469387755102,0.363265306122449,0.44081632653061226,0.11782452753352476,-0.07170790632226881
8,0.25,442,0.04134615894878147,0.583710407239819,0.3393665158371041,0.41855203619909503,0.13931046832641736,-0.08401014400092285
