asof_date,phase,phase_date,slot,action,selected_code,selected_tier,selected_bucket,selected_name,selected_sector,selected_live_score,selected_p_up,selected_ev20_net,selected_turnover20,replaced_primary_code,replaced_primary_reasons
2026-03-16,3,2026-03-16,1,replace_primary,4186,strict_plus,strict_plus_first,東京応化工業,化学,0.5639096919103799,0.47934575743207836,0.03218967049954064,11700346.4,2768,p_up_below_0.47
2026-03-16,3,2026-03-16,2,keep_primary,6504,primary,primary,富士電機,電気機器,0.5614343395045402,0.4877845696996505,0.015460863457469502,12630221.0,,
2026-03-16,3,2026-03-16,3,replace_primary,9503,strict_plus,strict_plus_first,関西電力,電気・ガス業,0.5105102573091292,0.49331724565270857,0.004406518777759476,9581649.025,7014,p_up_below_0.47|turnover20_below_12000000
