full_retrace_hit,breakout_dir_episode,n,avg_short_ret,med_short_ret,win_rate_short,gain_ge_10pct_rate
False,down,452,0.0428162399948255,0.0422620220733149,0.8008849557522124,0.1415929203539823
False,up,12532,-0.08022883362147,-0.06796421872679126,0.05202681136291095,0.0022342802425789976
True,down,5326,0.09706145537320253,0.1008771929824561,0.9810364250844912,0.5095756665414946
True,up,1947,0.10113060912654699,0.1046473838154046,0.9871597329224447,0.5387776065742167
