segment,n_box,n_nonbox,avg_ret_box,avg_ret_nonbox,diff_avg_ret,ci95_low_diff,ci95_high_diff,win_box,win_nonbox,diff_win
between_box_minus_between_nonbox,160,17061,0.04306317229426202,0.0478278836710196,-0.004764711376757581,-0.027572526429253723,0.01804310367573856,0.6375,0.5091729675868941,0.12832703241310583
