code,dt,o,h,l,c,body_ratio,upper_ratio,lower_ratio,pre_bull_streak,short_ret_1m,short_ret_3m,drop10_intram_1m,stop10_hit_1m
7713,2000-04-01,640.0,650.0,520.0,650.0,0.07692307692307693,0.0,0.9230769230769231,2,0.07692307692307693,-0.6923076923076923,0.0,0.0
8550,2000-09-01,670.0,670.0,620.0,664.0,0.12,0.0,0.88,4,0.03731343283582089,-0.03134328358208955,0.0,0.0
9504,2000-09-01,1680.0,1690.0,1568.0,1663.0,0.13934426229508196,0.08196721311475409,0.7786885245901639,2,0.027946537059538274,0.02490886998784933,0.0,0.0
4506,2000-10-01,1450.0,1450.0,1294.0,1399.0,0.3269230769230769,0.0,0.6730769230769231,2,-0.17762237762237762,-0.1902097902097902,0.0,1.0
4911,2000-11-01,1413.0,1457.0,1210.0,1436.0,0.0931174089068826,0.08502024291497975,0.8218623481781376,2,0.10776766969909027,0.18054583624912526,1.0,0.0
9020,2000-11-01,2076.66674804688,2133.33349609375,1923.33337402344,2126.66674804688,0.23809509969360654,0.03174640081703337,0.7301584994893601,2,-0.04687499642372159,-0.02968745958805627,0.0,0.0
4202,2000-12-01,350.0,353.0,316.0,347.0,0.08108108108108109,0.08108108108108109,0.8378378378378378,2,0.028985507246376812,-0.043478260869565216,0.0,0.0
1801,2001-01-01,1135.0,1140.0,935.0,1110.0,0.12195121951219512,0.024390243902439025,0.8536585365853658,2,-0.14746543778801843,-0.5944700460829493,0.0,1.0
1833,2001-01-01,1920.0,1920.0,1655.0,1835.0,0.32075471698113206,0.0,0.6792452830188679,2,-0.13387978142076504,-0.41530054644808745,0.0,1.0
1885,2001-01-01,332.5,335.0,300.0,322.5,0.2857142857142857,0.07142857142857142,0.6428571428571429,2,-0.15748031496062992,-0.30708661417322836,0.0,1.0
2267,2001-01-01,665.0,670.0,594.5,655.5,0.12582781456953643,0.06622516556291391,0.8079470198675497,4,0.01614142966948501,-0.13604919292851653,0.0,0.0
7011,2001-01-01,488.0,495.0,423.0,487.0,0.013888888888888888,0.09722222222222222,0.8888888888888888,4,0.045174537987679675,-0.03696098562628337,0.0,0.0
7261,2001-01-01,1485.0,1505.0,1295.0,1445.0,0.19047619047619047,0.09523809523809523,0.7142857142857143,2,-0.05536332179930796,-0.15570934256055363,0.0,1.0
9007,2001-01-01,822.0,822.0,790.0,814.0,0.25,0.0,0.75,0,-0.05925925925925926,-0.145679012345679,0.0,0.0
9021,2001-01-01,2590.0,2590.0,2250.0,2495.0,0.27941176470588236,0.0,0.7205882352941176,2,-0.028513238289205704,-0.21181262729124237,0.0,0.0
