score,n6,signals_per_year,win6,avg6,med6,avg6_net20bps,avg12,brk60_6_rate,best6,worst6
0,1147,40.964285714285715,0.5300784655623365,0.04183479895790339,0.011053180396246089,0.039834798957903386,0.06863317058314776,0.8927637314734089,0.2020196898396856,-0.14458995980279785
1,7153,255.46428571428572,0.4988116874038865,0.0403941642123827,0.0,0.038394164212382696,0.0931009395598815,0.8418845239759541,0.22686000925045982,-0.14830379258715823
2,15268,545.2857142857143,0.5228582656536547,0.04962174244768864,0.011151843100439443,0.04762174244768864,0.11372135994325397,0.44910924810060254,0.23967013713293894,-0.15721751751151533
3,31634,1129.7857142857142,0.5608522475817159,0.08234687860697146,0.03088941774286602,0.08034687860697146,0.16509343440333643,0.20689764177783398,0.28036511692263383,-0.15209997750259852
4,8263,295.10714285714283,0.5552462785913107,0.06758239187337424,0.026804123711340205,0.06558239187337424,0.1343077406574194,0.3715357618298439,0.25233345236553856,-0.14408995133128955
5,2254,80.5,0.5585625554569654,0.06069546833063023,0.023660287081339715,0.058695468330630225,0.14484083089971728,0.43744454303460517,0.22628261165324665,-0.14878357290185898
6,51,1.8214285714285714,0.7254901960784313,0.07028367344074617,0.04840579710144927,0.06828367344074616,0.1593845268438665,0.6470588235294118,0.14678991272264805,-0.08282849241136317
