regime,n,ece_abs_gap,brier_score,hit10_20d,avg_ret20
below_ma20,57537,0.2760698303138735,0.2026192413088117,0.19239793524167056,-0.025208965690230338
other,74356,0.29635580657851035,0.21041984211364168,0.18700575609231265,-0.02104935127975037
countertrend_upper,9251,0.3245222885721269,0.2168450521335119,0.15252405145389689,-0.046525988981655546
extended_uptrend,14335,0.35219923965669064,0.21917993755481527,0.11838158353679805,-0.03489564540495932
