pattern,n_flag,n_nonflag,avg_ret3_flag,avg_ret3_nonflag,diff_ret3,win3_flag,win3_nonflag,diff_win3,avg_dd3_flag,avg_dd3_nonflag,diff_dd3,ma60_break3_flag,ma60_break3_nonflag,diff_ma60_break3,recommended_points
shooting_star_like,3259,756020,0.0325528097559779,0.0252225943213313,0.0073302154346466,0.53053083768027,0.5263035369434671,0.0042273007368028,-0.0945695499534595,-0.1054569510259539,0.0108874010724944,0.8876956121509666,0.8935001719531229,-0.0058045598021563,1
three_white_soldiers,644,758635,0.0301400320540769,0.0252499096207857,0.0048901224332912,0.562111801242236,0.5262912995050321,0.0358205017372039,-0.1002225487838019,-0.1054146235759268,0.0051920747921249,0.8633540372670807,0.893500827143488,-0.0301467898764072,1
bull_engulfing,4659,754620,0.0300842788534226,0.0252242356558659,0.0048600431975567,0.5372397510195321,0.5262542736741671,0.010985477345365,-0.10076555232518,-0.1054388958279094,0.0046733435027293,0.8761536810474351,0.8935822003127402,-0.017428519265305,1
