feature,avg_success,avg_failure,success_minus_failure
cnt_60_above,13.454620268046085,12.82212389380531,0.632496374240775
ext_ma20,0.014702161105575,0.01709389796743879,-0.002391736861863789
p_down,0.6949729792592161,0.6375015165041742,0.05747146275504189
p_turn_down,0.7491940174099943,0.6847797129797527,0.06441430443024154
max_rise5,0.022204649634825463,0.07246544804096049,-0.050260798406135024
min_ret10,-0.16702858406388887,-0.04556165065054589,-0.12146693341334298
short_ret20,0.07159775191490758,-0.09940151850292663,0.1709992704178342
