ticker,side,units,open_reason,close_reason,open_asof,close_asof,entry_price,exit_price,pnl
3655,LONG,2,E_NEW_TOP1_GATE_OK,T_TP_PARTIAL_5_TO_3,2025-11-01,2025-11-04,1677.0,2077.0,477042.337507
3655,LONG,1,A_ADD_PROBE_TO_ADD_OK,T_TP_PARTIAL_5_TO_3,2025-11-02,2025-11-04,1677.0,2077.0,238521.168754
3655,LONG,2,A_ADD_PROBE_TO_ADD_OK,T_TP_PARTIAL_3_TO_2,2025-11-02,2025-11-05,1677.0,2695.0,1214072.748956
3655,LONG,5,A_ADD_ADD_TO_MAIN_OK,X_EXIT_GATE_NG,2025-11-03,2025-11-06,1677.0,1677.0,0.0
6958,LONG,2,E_NEW_TOP1_GATE_OK,X_EXIT_GATE_NG,2025-11-06,2025-11-07,454.0,438.0,-70484.581498
3110,LONG,2,E_NEW_TOP1_GATE_OK,T_TP_PARTIAL_5_TO_3,2025-11-07,2025-11-10,9780.0,11280.0,306748.466258
3110,LONG,1,A_ADD_PROBE_TO_ADD_OK,T_TP_PARTIAL_5_TO_3,2025-11-08,2025-11-10,9780.0,11280.0,153374.233129
3110,LONG,2,A_ADD_PROBE_TO_ADD_OK,T_TP_PARTIAL_3_TO_2,2025-11-08,2025-11-11,9780.0,12260.0,507157.464213
3110,LONG,2,A_ADD_ADD_TO_MAIN_OK,T_TP_PARTIAL_3_TO_2,2025-11-09,2025-11-12,9780.0,13500.0,760736.196319
6448,LONG,2,E_NEW_TOP1_GATE_OK,X_EXIT_GATE_NG,2025-11-11,2025-11-12,2988.0,2988.0,0.0
3110,LONG,3,A_ADD_ADD_TO_MAIN_OK,X_EXIT_GATE_NG,2025-11-09,2025-11-13,9780.0,9780.0,0.0
5110,LONG,2,E_NEW_TOP1_GATE_OK,X_EXIT_GATE_NG,2025-11-13,2025-11-14,2171.0,2171.0,0.0
7911,LONG,2,E_NEW_TOP1_GATE_OK,X_EXIT_GATE_NG,2025-11-14,2025-11-17,4244.0,4244.0,0.0
7911,LONG,3,A_ADD_STAGE2_STRICT_OK,X_EXIT_GATE_NG,2025-11-15,2025-11-17,4244.0,4244.0,0.0
7911,LONG,5,A_ADD_STAGE2_STRICT_OK,X_EXIT_GATE_NG,2025-11-16,2025-11-17,4244.0,4244.0,0.0
4980,LONG,2,E_NEW_TOP1_GATE_OK,R_CUT_LOSS_WARN,2025-11-17,2025-11-18,3317.0,3066.0,-151341.573711
4324,LONG,2,E_NEW_TOP1_GATE_OK,X_EXIT_GATE_NG,2025-11-18,2025-11-19,3469.0,3469.0,0.0
6330,LONG,2,E_NEW_TOP1_GATE_OK,X_EXIT_GATE_NG,2025-11-19,2025-11-20,2705.0,2635.0,-51756.007394
3110,LONG,2,E_NEW_TOP1_GATE_OK,X_EXIT_GATE_NG,2025-11-20,2025-11-21,15160.0,14330.0,-109498.680739
9467,LONG,2,E_NEW_TOP1_GATE_OK,X_EXIT_GATE_NG,2025-11-21,2025-11-25,1584.0,1584.0,0.0
9467,LONG,3,A_ADD_STAGE2_STRICT_OK,X_EXIT_GATE_NG,2025-11-22,2025-11-25,1584.0,1584.0,0.0
9467,LONG,5,A_ADD_STAGE2_STRICT_OK,X_EXIT_GATE_NG,2025-11-23,2025-11-25,1584.0,1584.0,0.0
6269,LONG,2,E_NEW_TOP1_GATE_OK,X_EXIT_GATE_NG,2025-11-25,2025-11-26,15900.0,15255.0,-81132.075472
8418,LONG,2,E_NEW_TOP1_GATE_OK,X_EXIT_GATE_NG,2025-11-27,2025-11-28,2018.0,2018.0,0.0
