regime,n,ece_abs_gap,brier_score,hit10_20d,avg_ret20
below_ma20,57802,0.27570112164827215,0.20302605156175724,0.1932632088855057,-0.0247301671250362
other,75016,0.2995713432813082,0.21101771337918948,0.18318758664818172,-0.022199479275553165
countertrend_upper,10598,0.3141283892246177,0.2191799321793264,0.16984336667295716,-0.0431290202310459
extended_uptrend,15988,0.3361165743777638,0.21980289676512232,0.13503877908431325,-0.030573952910904055
