strategy,n,add_rate,hit10_20d,avg_ret20,median_ret20,stop5_rate20,win20
stage1_only,1284,0.0,0.5965732087227414,0.01357289194369754,0.02981984477493177,0.6074766355140186,0.5794392523364486
stage1_plus_break_5d,1284,0.32866043613707163,0.5763239875389408,0.0008700955506160865,0.017058506766573667,0.6596573208722741,0.5467289719626168
stage1_plus_break_10d,1284,0.5950155763239875,0.5661993769470405,-0.007896615610542541,0.008676443167803166,0.6822429906542056,0.5264797507788161
