rule,n,hit10,lift,avg_ret20,win20
cnt60>=60 & pdown>=0.55 & pturndown>=0.62,1121,0.6601248884924175,3.6445881035344043,-0.0009335837005711517,0.6048171275646744
pdown>=0.55 & pturndown>=0.60,14938,0.6510242334984603,3.594342855243439,0.014940380310271971,0.601151425893694
cnt60>=50 & pdown>=0.55 & pturndown>=0.62,1489,0.6494291470785762,3.5855362898626133,0.002677674554400705,0.5970449966420417
ext_ma20>=0.03 & cnt60>=30 & pdown>=0.55 & pturndown>=0.58,1578,0.6419518377693283,3.54425362800575,0.015542795517784128,0.5963244613434727
cnt60>=40 & pdown>=0.55 & pturndown>=0.60,2317,0.6365990504963315,3.514700576521101,0.004181844103259743,0.5722917565817868
ext_ma20>=0.03 & cnt60>=30 & pdown>=0.52 & pturndown>=0.62,1705,0.6316715542521995,3.487495581671433,0.007999857958034512,0.5841642228739002
cnt60>=60 & pdown>=0.55 & pturndown>=0.60,1262,0.6307448494453248,3.482379190252929,-0.0007248714674159889,0.595879556259905
cnt60>=50 & pdown>=0.55 & pturndown>=0.60,1677,0.6231365533691116,3.4403733427975154,0.0022677065306972357,0.5891472868217055
ext_ma20>=0.03 & cnt60>=30 & pdown>=0.55 & pturndown>=0.55,1663,0.6229705351773902,3.439456746654777,0.014126599749471665,0.5862898376428142
pdown>=0.55 & pturndown>=0.58,16591,0.622385630763667,3.436227455190205,0.013505664954875176,0.5949008498583569
pdown>=0.52 & pturndown>=0.60,17485,0.6207606519874178,3.4272558523622316,0.009470605764910987,0.5851301115241636
cnt60>=40 & pdown>=0.55 & pturndown>=0.58,2515,0.6155069582504971,3.3982499020837573,0.0027530807130677786,0.5669980119284295
cnt60>=40 & pdown>=0.52 & pturndown>=0.62,2649,0.6126840317100792,3.382664359611855,-0.0017798524328085706,0.5571913929784824
cnt60>=60 & pdown>=0.55 & pturndown>=0.58,1369,0.6084733382030679,3.3594168745816657,-0.0016836250235487385,0.5850986121256392
ext_ma20>=0.03 & cnt60>=30 & pdown>=0.52 & pturndown>=0.60,1949,0.6028732683427399,3.3284985614749973,0.005961720967684198,0.5746536685479733
cnt60>=50 & pdown>=0.55 & pturndown>=0.58,1826,0.6013143483023001,3.319891672789549,0.00011466815497296347,0.5777656078860898
pdown>=0.55 & pturndown>=0.55,18181,0.600957043066938,3.3179189696952824,0.01375257790718345,0.5943567460535724
cnt60>=40 & pdown>=0.55 & pturndown>=0.55,2694,0.5979955456570156,3.3015683693513065,0.0026885845482876275,0.5605048255382331
