pattern,n,hit10_20d,hit5_10d,avg_ret20,win20,p95_ret20,p05_ret20,lift_vs_baseline
R1_model_consensus,12019,0.7112072551792994,0.8083035194275731,0.024464990129539448,0.6250104001996838,0.22058844833869753,-0.19922900343946393,3.9266168365406293
R2_consensus_plus_extension,556,0.7050359712230215,0.7679856115107914,0.03313783966088837,0.6384892086330936,0.28464359195593014,-0.24684934769862205,3.892544817014219
R3_countertrend_upper_band,653,0.6768759571209801,0.7519142419601837,0.036503247910213574,0.678407350689127,0.2690955714404194,-0.24570904758275125,3.7370717327830674
R6_overheat_then_turn,2831,0.4305898975626987,0.5732956552454963,-0.037354623324272695,0.45672907099964677,0.2225666816557404,-0.373604199538779,2.3773119988599483
