pattern,n,hit10_20d,hit5_10d,avg_ret20,win20,adverse5_high_ge_5pct,adverse10_high_ge_5pct,adverse20_high_ge_5pct
R1_model_consensus,12019,0.7112072551792994,0.8083035194275731,0.024464990129539448,0.6250104001996838,0.21748897578833515,0.3006073716615359,0.4410516681920293
R2_consensus_plus_extension,556,0.7050359712230215,0.7679856115107914,0.03313783966088837,0.6384892086330936,0.36510791366906475,0.45323741007194246,0.5683453237410072
R3_countertrend_upper_band,653,0.6768759571209801,0.7519142419601837,0.036503247910213574,0.678407350689127,0.333843797856049,0.4226646248085758,0.5160796324655437
R6_overheat_then_turn,2831,0.4305898975626987,0.5732956552454963,-0.037354623324272695,0.45672907099964677,0.4775697633345108,0.6100317908866125,0.7301306958671847
baseline,159404,0.1811246894682693,0.27591528443451857,-0.025348592087051747,0.3979511179142305,0.23892123158766404,0.4023299289854709,0.5809578178715716
