folds,avg_test_hit10,avg_test_stop5,avg_test_ret20,avg_baseline_hit10,avg_baseline_ret20,avg_hit10_lift
2,0.655,0.7,0.06167969595224417,0.1874523860416427,-0.03164864803957012,3.4839342556626143
