feature,avg_success,avg_failure,success_minus_failure
cnt_60_above,16.28755264389331,16.27772976087583,0.009822883017481132
ext_ma20,0.01372380366600329,0.016787068186443,-0.0030632645204397083
p_down,0.6944031555584388,0.6364459097073437,0.057957245851095074
p_turn_down,0.7489526988067394,0.6852835089800065,0.06366918982673297
max_rise5,0.02189912618820184,0.06957601279031192,-0.04767688660211008
min_ret10,-0.1665083081863527,-0.04576648486259911,-0.12074182332375359
short_ret20,0.07231410092316332,-0.09337257802485319,0.1656866789480165
