ticker,side,units,open_reason,close_reason,open_asof,close_asof,entry_price,exit_price,pnl
2327,LONG,2,E_NEW_TOP1_GATE_OK,X_EXIT_GATE_NG,2025-12-01,2025-12-03,4109.0,4109.0,0.0
5214,LONG,2,E_NEW_TOP1_GATE_OK,X_EXIT_GATE_NG,2025-12-02,2025-12-03,6335.0,6335.0,0.0
6723,LONG,2,E_NEW_TOP1_GATE_OK,X_EXIT_GATE_NG,2025-12-03,2025-12-05,1931.5,2070.5,143929.588403
268A,LONG,2,E_NEW_TOP1_GATE_OK,X_EXIT_GATE_NG,2025-12-05,2025-12-08,1140.0,1140.0,0.0
268A,LONG,3,A_ADD_PROBE_TO_ADD_OK,X_EXIT_GATE_NG,2025-12-06,2025-12-08,1140.0,1140.0,0.0
268A,LONG,5,A_ADD_ADD_TO_MAIN_OK,X_EXIT_GATE_NG,2025-12-07,2025-12-08,1140.0,1140.0,0.0
2782,LONG,2,E_NEW_TOP1_GATE_OK,X_EXIT_GATE_NG,2025-12-08,2025-12-09,3370.0,3370.0,0.0
6506,LONG,2,E_NEW_TOP1_GATE_OK,X_EXIT_GATE_NG,2025-12-09,2025-12-10,5033.0,5033.0,0.0
5332,LONG,2,E_NEW_TOP1_GATE_OK,X_EXIT_GATE_NG,2025-12-10,2025-12-11,4310.0,4310.0,0.0
8031,LONG,2,E_NEW_TOP1_GATE_OK,X_EXIT_GATE_NG,2025-12-11,2025-12-12,4543.0,4543.0,0.0
4384,LONG,2,E_NEW_TOP1_GATE_OK,T_TP_PARTIAL_5_TO_3,2025-12-12,2025-12-15,1526.0,1770.0,319790.301442
4384,LONG,1,A_ADD_PROBE_TO_ADD_OK,T_TP_PARTIAL_5_TO_3,2025-12-13,2025-12-15,1526.0,1770.0,159895.150721
4384,LONG,2,A_ADD_PROBE_TO_ADD_OK,T_TP_PARTIAL_3_TO_2,2025-12-13,2025-12-16,1526.0,1810.0,372214.941022
3626,LONG,2,E_NEW_TOP1_GATE_OK,X_EXIT_GATE_NG,2025-12-16,2025-12-17,5339.0,5339.0,0.0
4384,LONG,5,A_ADD_ADD_TO_MAIN_OK,X_EXIT_GATE_NG,2025-12-14,2025-12-17,1526.0,1526.0,0.0
5713,LONG,2,E_NEW_TOP1_GATE_OK,X_EXIT_GATE_NG,2025-12-17,2025-12-18,5882.0,5882.0,0.0
4384,LONG,2,E_NEW_TOP1_GATE_OK,X_EXIT_GATE_NG,2025-12-18,2025-12-19,1965.0,1910.0,-55979.643766
8570,LONG,2,E_NEW_TOP1_GATE_OK,X_EXIT_GATE_NG,2025-12-19,2025-12-22,1768.0,1724.5,-49208.144796
8570,LONG,3,A_ADD_PROBE_TO_ADD_OK,X_EXIT_GATE_NG,2025-12-20,2025-12-22,1768.0,1724.5,-73812.217195
8570,LONG,5,A_ADD_ADD_TO_MAIN_OK,X_EXIT_GATE_NG,2025-12-21,2025-12-22,1768.0,1724.5,-123020.361991
7261,LONG,2,E_NEW_TOP1_GATE_OK,X_EXIT_GATE_NG,2025-12-22,2025-12-23,1262.0,1225.0,-58637.083994
3655,LONG,2,E_NEW_TOP1_GATE_OK,X_EXIT_GATE_NG,2025-12-23,2025-12-24,2883.0,2883.0,0.0
2501,LONG,2,E_NEW_TOP1_GATE_OK,X_EXIT_GATE_NG,2025-12-24,2025-12-25,1618.400024,1618.400024,0.0
4676,LONG,2,E_NEW_TOP1_GATE_OK,X_EXIT_GATE_NG,2025-12-25,2025-12-26,3681.0,3681.0,0.0
6670,LONG,2,E_NEW_TOP1_GATE_OK,X_EXIT_GATE_NG,2025-12-26,2025-12-29,1644.0,1644.0,0.0
6670,LONG,3,A_ADD_PROBE_TO_ADD_OK,X_EXIT_GATE_NG,2025-12-27,2025-12-29,1644.0,1644.0,0.0
6670,LONG,5,A_ADD_ADD_TO_MAIN_OK,X_EXIT_GATE_NG,2025-12-28,2025-12-29,1644.0,1644.0,0.0
8001,LONG,2,E_NEW_TOP1_GATE_OK,X_EXIT_GATE_NG,2025-12-29,2025-12-30,2015.0,2015.0,0.0
