trial_id,timeframe,family,group_col,group_key,mean_primary_return,samples
b96eb558c325,daily,bottom,regime_key,mt2_vr0,-0.06776263321164348,2
b96eb558c325,daily,bottom,regime_key,mt2_vr1,-0.048558201372049865,22
b96eb558c325,daily,bottom,regime_key,mt2_vr2,-0.04150958093282666,11
c3a6d77941ba,daily,bottom,regime_key,mt2_vr1,0.0020755967483484968,6
