timeframe,family,folds,samples,fold_months,oos_return,profit_factor,positive_window_ratio,worst_drawdown,stability,cluster_consistency,trial_id,params_json,retained,adopted,retention_failed_reasons,adoption_failed_reasons,is_pareto,study_score,rank_within_combo
daily,bottom,4,35,6,-0.04407130170762924,0.0,0.0,0.18705003316260982,0.0,0.0,b96eb558c325,"{""breakout_window"": 40, ""ma_threshold"": 0.02, ""neg_penalties"": {""breakout_fail"": 0.2, ""context_conflict"": 0.2, ""trend_conflict"": 0.2, ""volume_dry"": 0.45}, ""pivot_window"": 3, ""selection_cutoff"": 0.1, ""volume_threshold"": 1.3, ""weights"": {""Candle"": 0.11124029904339575, ""Cluster"": 0.1051185420930921, ""MA"": 0.1810218223863258, ""MonthlyContext"": 0.0981757208420006, ""Pivot"": 0.08338104670083074, ""Regime"": 0.06791532016695798, ""Volume"": 0.11247867464364712, ""WeeklyContext"": 0.24066857412374987}}",False,False,pf,pf,False,-0.5598276360264682,2
daily,bottom,4,6,6,-0.046893647389236674,0.0,0.0,0.19501154099143003,0.0,0.0,298b12be0c4e,"{""breakout_window"": 10, ""ma_threshold"": 0.02, ""neg_penalties"": {""breakout_fail"": 0.2, ""context_conflict"": 0.45, ""trend_conflict"": 0.3, ""volume_dry"": 0.45}, ""pivot_window"": 3, ""selection_cutoff"": 0.005, ""volume_threshold"": 1.1, ""weights"": {""Candle"": 0.1052234500931146, ""Cluster"": 0.07312314011864748, ""MA"": 0.17720937394473701, ""MonthlyContext"": 0.2144700616629072, ""Pivot"": 0.09283862987876917, ""Regime"": 0.06558326320834076, ""Volume"": 0.08453703921496004, ""WeeklyContext"": 0.18701504187852383}}",False,False,pf,pf,False,-0.5943783427269053,3
