trial_id,timeframe,family,horizon,mean,median,win_rate,samples
b96eb558c325,daily,bottom,5,-0.07749245683434527,-0.0820668693009119,0.02857142857142857,35
b96eb558c325,daily,bottom,10,-0.03979794076922638,-0.0403867335699424,0.0,35
b96eb558c325,daily,bottom,20,-0.025030552699526403,-0.0715596330275228,0.42857142857142855,35
c3a6d77941ba,daily,bottom,5,0.0024756246035161494,0.04332475956444075,0.6666666666666666,6
c3a6d77941ba,daily,bottom,10,-0.041262822056822836,-0.041441074365986694,0.0,6
c3a6d77941ba,daily,bottom,20,0.045013987698352166,0.0452084447628949,1.0,6
