feature,avg_success,avg_failure,success_minus_failure
cnt_60_above,17.427356167450192,16.357121684639438,1.0702344828107542
ext_ma20,0.013028791269770749,0.015951516288089038,-0.002922725018318289
p_down,0.6514182515337208,0.6279493316891852,0.023468919844535585
p_turn_down,0.6944889830781898,0.6652436851608641,0.029245297917325774
max_rise5,0.026052081648447935,0.05863678649220785,-0.032584704843759915
min_ret10,-0.1317695768442402,-0.04139839574075401,-0.09037118110348619
short_ret20,0.09322042675012586,-0.06336562281921027,0.15658604956933614
