folds,avg_test_hit10,avg_test_stop5,avg_test_ret20,avg_baseline_hit10,avg_baseline_ret20,avg_hit10_lift
268,0.4869335268790908,0.5995193858866521,0.005285109892132375,0.23044411864111838,-0.010391922993465747,3.1039930572799173
