pattern,n,hit10_20d,hit5_10d,avg_ret20,win20,p95_ret20,p05_ret20,lift_vs_baseline
R2_consensus_plus_extension,26391,0.5240801788488499,0.6527604107460877,-0.0023952378425931764,0.5588268727975446,0.23512860237081618,-0.3071609438919958,2.2110447176407546
R3_countertrend_upper_band,29489,0.5073756315914408,0.6268439078978603,0.00017247104916667255,0.5632947878870087,0.22902240827382414,-0.29291113892365456,2.140569812340573
R1_model_consensus,471813,0.4923221700122718,0.6560374555173342,0.01372516089841445,0.5818915544929877,0.2164282130479225,-0.21126760563380276,2.0770606813905377
R6_overheat_then_turn,61174,0.46026089515153495,0.6205741001078889,-0.013713612462373247,0.5180305358485631,0.21458081532578685,-0.3036906101678329,1.941797194461173
