cnt_60_above,n,rev5_drop3,rev10_drop5,down20_ge10,avg_ret20
122,325,0.5723076923076923,0.49538461538461537,0.38153846153846155,0.0165531670844852
123,314,0.5509554140127388,0.44904458598726116,0.3535031847133758,0.025768735455598782
124,302,0.5198675496688742,0.4370860927152318,0.3344370860927152,0.03574182333550778
125,295,0.5322033898305085,0.4711864406779661,0.3728813559322034,0.024026317079828306
126,306,0.5326797385620915,0.49019607843137253,0.3888888888888889,0.02616492583754053
127,294,0.5238095238095238,0.5068027210884354,0.36394557823129253,0.016862310914647596
128,290,0.5344827586206896,0.49310344827586206,0.39655172413793105,0.011592716275149028
129,275,0.5454545454545454,0.5563636363636364,0.4218181818181818,0.011299497141608486
130,262,0.5763358778625954,0.5152671755725191,0.42366412213740456,0.012629127805863062
131,251,0.5258964143426295,0.5059760956175299,0.4063745019920319,0.014103367340201858
132,243,0.5349794238683128,0.5267489711934157,0.4156378600823045,0.00571579476992609
133,238,0.5798319327731093,0.5168067226890757,0.4117647058823529,0.00038557264188763337
134,240,0.5708333333333333,0.5125,0.42916666666666664,0.0010303989148111225
135,227,0.5682819383259912,0.4845814977973568,0.3964757709251101,0.0027520036661471074
136,231,0.5238095238095238,0.4458874458874459,0.3722943722943723,0.0059380433126347285
137,226,0.5442477876106194,0.47345132743362833,0.37610619469026546,0.014512842236925559
138,219,0.5205479452054794,0.4474885844748858,0.3698630136986301,0.0031158524646129385
139,202,0.594059405940594,0.4900990099009901,0.4207920792079208,0.0023086027822331865
140,191,0.5445026178010471,0.450261780104712,0.387434554973822,0.011627979229484811
141,192,0.5520833333333334,0.5572916666666666,0.4270833333333333,0.0003808986615762954
142,171,0.5555555555555556,0.52046783625731,0.47368421052631576,-0.0060642007345961995
143,171,0.5321637426900585,0.52046783625731,0.45614035087719296,-0.003957014331816544
144,156,0.5833333333333334,0.5256410256410257,0.46794871794871795,0.00642677892251947
145,149,0.6308724832214765,0.5302013422818792,0.436241610738255,0.004280031896153885
146,151,0.5695364238410596,0.5629139072847682,0.4370860927152318,-0.005059762599531937
147,148,0.6148648648648649,0.5472972972972973,0.47297297297297297,0.002446240008104051
148,129,0.5116279069767442,0.49612403100775193,0.4108527131782946,0.00826647557138398
149,128,0.5546875,0.421875,0.375,0.002599635936638583
150,126,0.48412698412698413,0.4523809523809524,0.38095238095238093,0.004716696201974563
151,131,0.5190839694656488,0.4580152671755725,0.35877862595419846,0.0011273537126136875
152,121,0.4462809917355372,0.4049586776859504,0.36363636363636365,0.026494642333016395
153,117,0.5384615384615384,0.5042735042735043,0.38461538461538464,0.007595268304719701
154,111,0.5315315315315315,0.4864864864864865,0.38738738738738737,0.01464878207616836
155,105,0.5523809523809524,0.4666666666666667,0.4095238095238095,0.006658174020732887
156,106,0.6320754716981132,0.5283018867924528,0.4056603773584906,-0.007004440033931339
157,97,0.5567010309278351,0.4948453608247423,0.422680412371134,-0.0007906066576815594
158,96,0.5416666666666666,0.46875,0.4479166666666667,-0.0010856059389208795
159,98,0.5102040816326531,0.5306122448979592,0.45918367346938777,-0.0009128271702254078
160,94,0.5319148936170213,0.5319148936170213,0.4574468085106383,0.0033678055550790246
161,93,0.5268817204301075,0.4731182795698925,0.3978494623655914,0.023308008242527163
162,94,0.5531914893617021,0.5212765957446809,0.425531914893617,0.00998356431855695
163,94,0.46808510638297873,0.48936170212765956,0.44680851063829785,0.011454676354651628
164,93,0.5053763440860215,0.5591397849462365,0.4731182795698925,0.012414916795944178
165,94,0.5425531914893617,0.5531914893617021,0.48936170212765956,-0.0049020559864842335
166,88,0.5909090909090909,0.4772727272727273,0.4431818181818182,0.006524943258305197
167,87,0.5402298850574713,0.5057471264367817,0.4367816091954023,0.003547805738391869
168,82,0.573170731707317,0.524390243902439,0.4268292682926829,0.01753743560245198
169,69,0.4492753623188406,0.391304347826087,0.43478260869565216,0.02625806163224384
170,69,0.5217391304347826,0.5072463768115942,0.4927536231884058,0.02698378482383896
171,68,0.5588235294117647,0.5294117647058824,0.47058823529411764,0.02711088120434114
