reason,n,share_in_failures,avg_ret20,avg_max_rise5,avg_min_ret10
stop_hit_5pct,96949,0.404748485569597,-0.1111826811271192,0.11424152218097584,-0.02423991542387557
trend_continued_up,82803,0.3456909184274138,-0.07951263248160072,0.022726899260917637,-0.04923743823740294
weak_extension,28771,0.12011489214249632,0.03654677305427324,0.016082243317466962,-0.06475425156636266
other,11841,0.049434515236150944,0.03875238923180633,0.01639789508402871,-0.06664088020347647
turn_prob_not_high_enough,10930,0.04563121793185794,0.03828863361710248,0.01645242562289079,-0.062113281396416024
no_follow_through,8235,0.034379970692483997,0.03110880119383118,0.03048686679196622,-0.019190743730184274
