ticker,side,units,open_reason,close_reason,open_asof,close_asof,entry_price,exit_price,pnl
7383,LONG,2,E_NEW_TOP1_GATE_OK,X_EXIT_GATE_NG,2026-02-03,2026-02-04,457.0,414.0,-188183.80744
4443,LONG,2,E_NEW_TOP1_GATE_OK,X_EXIT_GATE_NG,2026-02-06,2026-02-09,1150.0,1178.0,48695.652174
