code,asof_date
1001,2025-05-30
1306,2025-05-30
1308,2025-05-30
1332,2025-05-30
1357,2025-05-30
1375,2025-05-30
1414,2025-05-30
1417,2025-05-30
1419,2025-05-30
1478,2025-05-30
1489,2025-05-30
1514,2025-05-30
1518,2025-05-30
1540,2025-05-30
1545,2025-05-30
1605,2025-05-30
1655,2025-05-30
1662,2025-05-30
1671,2025-05-30
1711,2025-05-30
1717,2025-05-30
1719,2025-05-30
1720,2025-05-30
1721,2025-05-30
1801,2025-05-30
1802,2025-05-30
1803,2025-05-30
1808,2025-05-30
1812,2025-05-30
1833,2025-05-30
1860,2025-05-30
1861,2025-05-30
1878,2025-05-30
1885,2025-05-30
1893,2025-05-30
1898,2025-05-30
1911,2025-05-30
1925,2025-05-30
1928,2025-05-30
1929,2025-05-30
1942,2025-05-30
1951,2025-05-30
1963,2025-05-30
2002,2025-05-30
2120,2025-05-30
2127,2025-05-30
2157,2025-05-30
2160,2025-05-30
2168,2025-05-30
2170,2025-05-30
2201,2025-05-30
2212,2025-05-30
2222,2025-05-30
2264,2025-05-30
2267,2025-05-30
2269,2025-05-30
2281,2025-05-30
2282,2025-05-30
2296,2025-05-30
2317,2025-05-30
2327,2025-05-30
2331,2025-05-30
2371,2025-05-30
2389,2025-05-30
2411,2025-05-30
2413,2025-05-30
2432,2025-05-30
2433,2025-05-30
2471,2025-05-30
2492,2025-05-30
2501,2025-05-30
2502,2025-05-30
2503,2025-05-30
2510,2025-05-30
2531,2025-05-30
2579,2025-05-30
2585,2025-05-30
2587,2025-05-30
2670,2025-05-30
2678,2025-05-30
2695,2025-05-30
2700,2025-05-30
2726,2025-05-30
2730,2025-05-30
2768,2025-05-30
2782,2025-05-30
2784,2025-05-30
2801,2025-05-30
2802,2025-05-30
2806,2025-05-30
2809,2025-05-30
2811,2025-05-30
2871,2025-05-30
2897,2025-05-30
2914,2025-05-30
2931,2025-05-30
2980,2025-05-30
3003,2025-05-30
3036,2025-05-30
3038,2025-05-30
3048,2025-05-30
3063,2025-05-30
3064,2025-05-30
3086,2025-05-30
3088,2025-05-30
3092,2025-05-30
3097,2025-05-30
3099,2025-05-30
3105,2025-05-30
3110,2025-05-30
3116,2025-05-30
3132,2025-05-30
3133,2025-05-30
3167,2025-05-30
3173,2025-05-30
3182,2025-05-30
3186,2025-05-30
3197,2025-05-30
3234,2025-05-30
3242,2025-05-30
3252,2025-05-30
3288,2025-05-30
3289,2025-05-30
3292,2025-05-30
3293,2025-05-30
3295,2025-05-30
3296,2025-05-30
3309,2025-05-30
3382,2025-05-30
3387,2025-05-30
3391,2025-05-30
3397,2025-05-30
3401,2025-05-30
3402,2025-05-30
3405,2025-05-30
3407,2025-05-30
3431,2025-05-30
3436,2025-05-30
3452,2025-05-30
3474,2025-05-30
3479,2025-05-30
3481,2025-05-30
3482,2025-05-30
3548,2025-05-30
3563,2025-05-30
3565,2025-05-30
3623,2025-05-30
3626,2025-05-30
3635,2025-05-30
3655,2025-05-30
3659,2025-05-30
3660,2025-05-30
3661,2025-05-30
3687,2025-05-30
3692,2025-05-30
3696,2025-05-30
3697,2025-05-30
3765,2025-05-30
3778,2025-05-30
3834,2025-05-30
3861,2025-05-30
3864,2025-05-30
3903,2025-05-30
3905,2025-05-30
3923,2025-05-30
3941,2025-05-30
3962,2025-05-30
3989,2025-05-30
3993,2025-05-30
3994,2025-05-30
4004,2025-05-30
4005,2025-05-30
4021,2025-05-30
4023,2025-05-30
4028,2025-05-30
4042,2025-05-30
4043,2025-05-30
4046,2025-05-30
4061,2025-05-30
4062,2025-05-30
4063,2025-05-30
4072,2025-05-30
4088,2025-05-30
4091,2025-05-30
4114,2025-05-30
4151,2025-05-30
4165,2025-05-30
4168,2025-05-30
4180,2025-05-30
4182,2025-05-30
4183,2025-05-30
4186,2025-05-30
4188,2025-05-30
4202,2025-05-30
4204,2025-05-30
4205,2025-05-30
4206,2025-05-30
4208,2025-05-30
4246,2025-05-30
4251,2025-05-30
4259,2025-05-30
4272,2025-05-30
4293,2025-05-30
4301,2025-05-30
4307,2025-05-30
4316,2025-05-30
4324,2025-05-30
4326,2025-05-30
4366,2025-05-30
4369,2025-05-30
4373,2025-05-30
4375,2025-05-30
4384,2025-05-30
4385,2025-05-30
4403,2025-05-30
4404,2025-05-30
4431,2025-05-30
4443,2025-05-30
4449,2025-05-30
4452,2025-05-30
4475,2025-05-30
4478,2025-05-30
4480,2025-05-30
4483,2025-05-30
4493,2025-05-30
4499,2025-05-30
4502,2025-05-30
4503,2025-05-30
4506,2025-05-30
4507,2025-05-30
4519,2025-05-30
4523,2025-05-30
4527,2025-05-30
4528,2025-05-30
4530,2025-05-30
4536,2025-05-30
4543,2025-05-30
4544,2025-05-30
4565,2025-05-30
4568,2025-05-30
4578,2025-05-30
4587,2025-05-30
4592,2025-05-30
4612,2025-05-30
4613,2025-05-30
4631,2025-05-30
4661,2025-05-30
4665,2025-05-30
4666,2025-05-30
4676,2025-05-30
4680,2025-05-30
4681,2025-05-30
4684,2025-05-30
4689,2025-05-30
4691,2025-05-30
4704,2025-05-30
4732,2025-05-30
4751,2025-05-30
4755,2025-05-30
4768,2025-05-30
4776,2025-05-30
4784,2025-05-30
4800,2025-05-30
4814,2025-05-30
4825,2025-05-30
4839,2025-05-30
4887,2025-05-30
4889,2025-05-30
4901,2025-05-30
4902,2025-05-30
4911,2025-05-30
4912,2025-05-30
4927,2025-05-30
4928,2025-05-30
4967,2025-05-30
4974,2025-05-30
4980,2025-05-30
4996,2025-05-30
5016,2025-05-30
5017,2025-05-30
5019,2025-05-30
5020,2025-05-30
5021,2025-05-30
5032,2025-05-30
5076,2025-05-30
5101,2025-05-30
5105,2025-05-30
5108,2025-05-30
5110,2025-05-30
5201,2025-05-30
5202,2025-05-30
5210,2025-05-30
5214,2025-05-30
5232,2025-05-30
5233,2025-05-30
5246,2025-05-30
5253,2025-05-30
5262,2025-05-30
5285,2025-05-30
5301,2025-05-30
5332,2025-05-30
5333,2025-05-30
5334,2025-05-30
5401,2025-05-30
5406,2025-05-30
5410,2025-05-30
5411,2025-05-30
5445,2025-05-30
5449,2025-05-30
5471,2025-05-30
5541,2025-05-30
5597,2025-05-30
5602,2025-05-30
5631,2025-05-30
5706,2025-05-30
5711,2025-05-30
5713,2025-05-30
5721,2025-05-30
5726,2025-05-30
5727,2025-05-30
5741,2025-05-30
5801,2025-05-30
5802,2025-05-30
5803,2025-05-30
5830,2025-05-30
5831,2025-05-30
5832,2025-05-30
5838,2025-05-30
5844,2025-05-30
5901,2025-05-30
5929,2025-05-30
5930,2025-05-30
5938,2025-05-30
5949,2025-05-30
5970,2025-05-30
5976,2025-05-30
5991,2025-05-30
6005,2025-05-30
6027,2025-05-30
6036,2025-05-30
6037,2025-05-30
6062,2025-05-30
6070,2025-05-30
6098,2025-05-30
6113,2025-05-30
6141,2025-05-30
6146,2025-05-30
6178,2025-05-30
6191,2025-05-30
6201,2025-05-30
6203,2025-05-30
6208,2025-05-30
6232,2025-05-30
6240,2025-05-30
6254,2025-05-30
6268,2025-05-30
6269,2025-05-30
6301,2025-05-30
6302,2025-05-30
6305,2025-05-30
6306,2025-05-30
6315,2025-05-30
6323,2025-05-30
6324,2025-05-30
6326,2025-05-30
6330,2025-05-30
6345,2025-05-30
6361,2025-05-30
6367,2025-05-30
6376,2025-05-30
6383,2025-05-30
6407,2025-05-30
6412,2025-05-30
6417,2025-05-30
6425,2025-05-30
6448,2025-05-30
6460,2025-05-30
6465,2025-05-30
6471,2025-05-30
6472,2025-05-30
6473,2025-05-30
6474,2025-05-30
6479,2025-05-30
6481,2025-05-30
6486,2025-05-30
6501,2025-05-30
6503,2025-05-30
6504,2025-05-30
6506,2025-05-30
6523,2025-05-30
6525,2025-05-30
6526,2025-05-30
6532,2025-05-30
6544,2025-05-30
6586,2025-05-30
6592,2025-05-30
6594,2025-05-30
6619,2025-05-30
6632,2025-05-30
6644,2025-05-30
6645,2025-05-30
6670,2025-05-30
6674,2025-05-30
6701,2025-05-30
6702,2025-05-30
6703,2025-05-30
6723,2025-05-30
6724,2025-05-30
6728,2025-05-30
6750,2025-05-30
6752,2025-05-30
6753,2025-05-30
6754,2025-05-30
6758,2025-05-30
6762,2025-05-30
6768,2025-05-30
6770,2025-05-30
6785,2025-05-30
6814,2025-05-30
6845,2025-05-30
6849,2025-05-30
6857,2025-05-30
6869,2025-05-30
6871,2025-05-30
6890,2025-05-30
6902,2025-05-30
6920,2025-05-30
6923,2025-05-30
6951,2025-05-30
6952,2025-05-30
6954,2025-05-30
6957,2025-05-30
6958,2025-05-30
6963,2025-05-30
6965,2025-05-30
6971,2025-05-30
6976,2025-05-30
6981,2025-05-30
6986,2025-05-30
6988,2025-05-30
6996,2025-05-30
6997,2025-05-30
7003,2025-05-30
7004,2025-05-30
7011,2025-05-30
7012,2025-05-30
7013,2025-05-30
7014,2025-05-30
7033,2025-05-30
7071,2025-05-30
7082,2025-05-30
7150,2025-05-30
7167,2025-05-30
7172,2025-05-30
7180,2025-05-30
7181,2025-05-30
7182,2025-05-30
7186,2025-05-30
7189,2025-05-30
7202,2025-05-30
7203,2025-05-30
7205,2025-05-30
7220,2025-05-30
7231,2025-05-30
7240,2025-05-30
7245,2025-05-30
7250,2025-05-30
7259,2025-05-30
7261,2025-05-30
7267,2025-05-30
7269,2025-05-30
7270,2025-05-30
7272,2025-05-30
7276,2025-05-30
7282,2025-05-30
7327,2025-05-30
7337,2025-05-30
7383,2025-05-30
7419,2025-05-30
7453,2025-05-30
7459,2025-05-30
7514,2025-05-30
7532,2025-05-30
7545,2025-05-30
7550,2025-05-30
7552,2025-05-30
7593,2025-05-30
7611,2025-05-30
7616,2025-05-30
7630,2025-05-30
7638,2025-05-30
7649,2025-05-30
7685,2025-05-30
7701,2025-05-30
7713,2025-05-30
7717,2025-05-30
7730,2025-05-30
7731,2025-05-30
7733,2025-05-30
7735,2025-05-30
7741,2025-05-30
7744,2025-05-30
7747,2025-05-30
7751,2025-05-30
7752,2025-05-30
7762,2025-05-30
7776,2025-05-30
7780,2025-05-30
7794,2025-05-30
7803,2025-05-30
7806,2025-05-30
7832,2025-05-30
7867,2025-05-30
7868,2025-05-30
7872,2025-05-30
7906,2025-05-30
7911,2025-05-30
7912,2025-05-30
7927,2025-05-30
7936,2025-05-30
7949,2025-05-30
7951,2025-05-30
7956,2025-05-30
7970,2025-05-30
7974,2025-05-30
7992,2025-05-30
7995,2025-05-30
8001,2025-05-30
8002,2025-05-30
8015,2025-05-30
8016,2025-05-30
8020,2025-05-30
8031,2025-05-30
8035,2025-05-30
8040,2025-05-30
8053,2025-05-30
8056,2025-05-30
8058,2025-05-30
8086,2025-05-30
8088,2025-05-30
8113,2025-05-30
8136,2025-05-30
8137,2025-05-30
8150,2025-05-30
8153,2025-05-30
8174,2025-05-30
8214,2025-05-30
8233,2025-05-30
8252,2025-05-30
8253,2025-05-30
8267,2025-05-30
8304,2025-05-30
8306,2025-05-30
8308,2025-05-30
8309,2025-05-30
8316,2025-05-30
8331,2025-05-30
8334,2025-05-30
8338,2025-05-30
8346,2025-05-30
8354,2025-05-30
8358,2025-05-30
8359,2025-05-30
8368,2025-05-30
8377,2025-05-30
8381,2025-05-30
8383,2025-05-30
8410,2025-05-30
8411,2025-05-30
8416,2025-05-30
8418,2025-05-30
8425,2025-05-30
8439,2025-05-30
8473,2025-05-30
8515,2025-05-30
8524,2025-05-30
8544,2025-05-30
8550,2025-05-30
8570,2025-05-30
8584,2025-05-30
8585,2025-05-30
8591,2025-05-30
8593,2025-05-30
8595,2025-05-30
8600,2025-05-30
8601,2025-05-30
8604,2025-05-30
8616,2025-05-30
8630,2025-05-30
8697,2025-05-30
8698,2025-05-30
8714,2025-05-30
8715,2025-05-30
8725,2025-05-30
8750,2025-05-30
8766,2025-05-30
8783,2025-05-30
8795,2025-05-30
8801,2025-05-30
8802,2025-05-30
8804,2025-05-30
8830,2025-05-30
8848,2025-05-30
8876,2025-05-30
8954,2025-05-30
8957,2025-05-30
8984,2025-05-30
9001,2025-05-30
9005,2025-05-30
9006,2025-05-30
9007,2025-05-30
9009,2025-05-30
9020,2025-05-30
9021,2025-05-30
9022,2025-05-30
9023,2025-05-30
9024,2025-05-30
9041,2025-05-30
9042,2025-05-30
9048,2025-05-30
9064,2025-05-30
9069,2025-05-30
9076,2025-05-30
9090,2025-05-30
9101,2025-05-30
9104,2025-05-30
9107,2025-05-30
9143,2025-05-30
9147,2025-05-30
9201,2025-05-30
9202,2025-05-30
9211,2025-05-30
9235,2025-05-30
9278,2025-05-30
9279,2025-05-30
9284,2025-05-30
9301,2025-05-30
9324,2025-05-30
9338,2025-05-30
9381,2025-05-30
9412,2025-05-30
9418,2025-05-30
9432,2025-05-30
9433,2025-05-30
9467,2025-05-30
9468,2025-05-30
9474,2025-05-30
9501,2025-05-30
9502,2025-05-30
9503,2025-05-30
9504,2025-05-30
9505,2025-05-30
9506,2025-05-30
9507,2025-05-30
9508,2025-05-30
9509,2025-05-30
9513,2025-05-30
9517,2025-05-30
9519,2025-05-30
9531,2025-05-30
9532,2025-05-30
9533,2025-05-30
9552,2025-05-30
9602,2025-05-30
9603,2025-05-30
9616,2025-05-30
9627,2025-05-30
9684,2025-05-30
9697,2025-05-30
9706,2025-05-30
9719,2025-05-30
9735,2025-05-30
9757,2025-05-30
9763,2025-05-30
9766,2025-05-30
9831,2025-05-30
9837,2025-05-30
9842,2025-05-30
9843,2025-05-30
9861,2025-05-30
9887,2025-05-30
9962,2025-05-30
9983,2025-05-30
9984,2025-05-30
9989,2025-05-30
9990,2025-05-30
